# Name,SeqName,Depth,Core
GS19_GC10_001_E1_S1,GS19_GC10_001_E1_S1,R,17
GS19_GC10_001_E1_S2,GS19_GC10_001_E1_S2,1,17
GS19_GC10_002_E1_S1,GS19_GC10_002_E1_S1,R,17
GS19_GC10_002_E1_S2,GS19_GC10_002_E1_S2,2,17
GS19_GC10_003_E1_S1,GS19_GC10_003_E1_S1,R,17
GS19_GC10_003_E1_S2,GS19_GC10_003_E1_S2,3,17
GS19_GC10_004_E1_S1,GS19_GC10_004_E1_S1,R,17
GS19_GC10_004_E1_S2,GS19_GC10_004_E1_S2,4,17
GS19_GC10_005_E1_S1,GS19_GC10_005_E1_S1,R,17
GS19_GC10_005_E1_S2,GS19_GC10_005_E1_S2,5,17
GS19_GC10_005_E2_S1,GS19_GC10_005_E2_S1,5,17
GS19_GC10_006_E1_S1,GS19_GC10_006_E1_S1,6,17
GS19_GC10_007_E1_S1,GS19_GC10_007_E1_S1,7,17
GS19_GC10_008_E1_S1,GS19_GC10_008_E1_S1,R,17
GS19_GC10_008_E1_S2,GS19_GC10_008_E1_S2,R,17
GS19_GC10_008_E2_S1,GS19_GC10_008_E2_S1,8,17
GS19_GC10_009_E1_S1,GS19_GC10_009_E1_S1,R,17
GS19_GC10_009_E2_S1,GS19_GC10_009_E2_S1,9,17
GS19_GC10_010_E1_S1,GS19_GC10_010_E1_S1,10,17
GS19_GC10_011_E1_S1,GS19_GC10_011_E1_S1,11,17
GS19_GC10_012_E1_S1,GS19_GC10_012_E1_S1,12,17
GS19_GC10_013_E1_S1,GS19_GC10_013_E1_S1,13,17
GS19_GC10_014_E1_S1,GS19_GC10_014_E1_S1,14,17
GS19_GC10_015_E1_S1,GS19_GC10_015_E1_S1,R,17
GS19_GC10_015_E1_S2,GS19_GC10_015_E1_S2,15,17
GS19_GC10_016_E1_S1,GS19_GC10_016_E1_S1,R,17
GS19_GC10_016_E1_S2,GS19_GC10_016_E1_S2,16,17
GS19_GC10_017_E1_S1,GS19_GC10_017_E1_S1,R,17
GS19_GC10_017_E2_S1,GS19_GC10_017_E2_S1,17,17
GS19_GC10_018_E1_S1,GS19_GC10_018_E1_S1,18,17
GS19_GC10_019_E1_S1,GS19_GC10_019_E1_S1,R,17
GS19_GC10_019_E1_S2,GS19_GC10_019_E1_S2,19,17
GS19_GC10_019_E2_S1,GS19_GC10_019_E2_S1,R,R
GS19_GC10_020_E1_S1,GS19_GC10_020_E1_S1,20,17
GS19_GC10_021_E1_S1,GS19_GC10_021_E1_S1,21,17
GS19_GC10_022_E1_S1,GS19_GC10_022_E1_S1,22,17
GS19_GC10_023_E1_S1,GS19_GC10_023_E1_S1,23,17
GS19_GC10_024_E1_S1,GS19_GC10_024_E1_S1,24,17
GS19_GC10_025_E1_S1,GS19_GC10_025_E1_S1,25,17
GS19_GC10_026_E1_S1,GS19_GC10_026_E1_S1,R,R
GS19_GC10_026_E1_S2,GS19_GC10_026_E1_S2,26,17
GS19_GC10_027_E1_S1,GS19_GC10_027_E1_S1,27,17
GS19_GC10_028_E1_S1,GS19_GC10_028_E1_S1,28,17
GS19_GC10_028_E2_S1,GS19_GC10_028_E2_S1,R,17
GS19_GC10_029_E1_S1,GS19_GC10_029_E1_S1,29,17
GS19_GC10_030_E1_S1,GS19_GC10_030_E1_S1,30,17
GS19_GC10_031_E1_S1,GS19_GC10_031_E1_S1,R,17
GS19_GC10_031_E2_S1,GS19_GC10_031_E2_S1,31,17
GS19_GC10_032_E1_S1,GS19_GC10_032_E1_S1,R,R
GS19_GC10_032_E2_S1,GS19_GC10_032_E2_S1,32,17
GS19_GC10_033_E1_S1,GS19_GC10_033_E1_S1,R,17
GS19_GC10_033_E2_S1,GS19_GC10_033_E2_S1,33,17
GS19_GC10_034_E1_S1,GS19_GC10_034_E1_S1,R,17
GS19_GC10_034_E2_S1,GS19_GC10_034_E2_S1,34,17
GS19_GC10_035_E1_S1,GS19_GC10_035_E1_S1,35,17
GS19_GC10_036_E1_S1,GS19_GC10_036_E1_S1,36,17
GS19_GC10_037_E1_S1,GS19_GC10_037_E1_S1,37,17
GS19_GC10_038_E1_S1,GS19_GC10_038_E1_S1,R,17
GS19_GC10_038_E2_S1,GS19_GC10_038_E2_S1,38,17
GS19_GC10_039_E1_S1,GS19_GC10_039_E1_S1,39,17
GS19_GC10_039_E2_S1,GS19_GC10_039_E2_S1,R,R
GS19_GC10_040_E1_S1,GS19_GC10_040_E1_S1,R,R
GS19_GC10_040_E2_S1,GS19_GC10_040_E2_S1,40,17
GS19_GC10_041_E1_S1,GS19_GC10_041_E1_S1,R,17
GS19_GC10_041_E2_S1,GS19_GC10_041_E2_S1,41,17
GS19_GC10_042_E1_S1,GS19_GC10_042_E1_S1,42,17
GS19_GC10_043_E1_S1,GS19_GC10_043_E1_S1,43,17
GS19_GC10_044_E1_S1,GS19_GC10_044_E1_S1,44,17
GS19_GC10_045_E1_S1,GS19_GC10_045_E1_S1,45,17
GS19_GC10_046_E1_S1,GS19_GC10_046_E1_S1,46,17
GS19_GC10_047_E1_S1,GS19_GC10_047_E1_S1,47,17
GS19_GC10_048_E1_S1,GS19_GC10_048_E1_S1,48,17
GS19_GC10_049_E1_S1,GS19_GC10_049_E1_S1,49,17
GS19_GC10_050_E1_S1,GS19_GC10_050_E1_S1,50,17
GS19_GC10_051_E1_S1,GS19_GC10_051_E1_S1,51,17
GS19_GC10_051_E2_S1,GS19_GC10_051_E2_S1,R,R
GS19_GC10_052_E1_S1,GS19_GC10_052_E1_S1,52,17
GS19_GC10_053_E1_S1,GS19_GC10_053_E1_S1,53,17
GS19_GC10_053_E2_S1,GS19_GC10_053_E2_S1,R,R
GS19_GC10_054_E1_S1,GS19_GC10_054_E1_S1,R,17
GS19_GC10_054_E2_S1,GS19_GC10_054_E2_S1,54,17
GS19_GC10_055_E1_S1,GS19_GC10_055_E1_S1,55,17
GS19_GC10_056_E1_S1,GS19_GC10_056_E1_S1,56,17
GS19_GC10_057_E1_S1,GS19_GC10_057_E1_S1,57,17
GS19_GC10_058_E1_S1,GS19_GC10_058_E1_S1,58,17
GS19_GC10_059_E1_S1,GS19_GC10_059_E1_S1,59,17
GS19_GC10_060_E1_S1,GS19_GC10_060_E1_S1,R,17
GS19_GC10_060_E1_S2,GS19_GC10_060_E1_S2,60,17
GS19_GC10_061_E1_S1,GS19_GC10_061_E1_S1,R,17
GS19_GC10_061_E1_S2,GS19_GC10_061_E1_S2,61,17
GS19_GC10_062_E1_S1,GS19_GC10_062_E1_S1,62,17
GS19_GC10_063_E1_S1,GS19_GC10_063_E1_S1,63,17
GS19_GC10_064_E1_S1,GS19_GC10_064_E1_S1,64,17
GS19_GC10_065_E1_S1,GS19_GC10_065_E1_S1,65,17
GS19_GC10_066_E1_S1,GS19_GC10_066_E1_S1,R,17
GS19_GC10_066_E2_S1,GS19_GC10_066_E2_S1,66,17
GS19_GC10_067_E1_S1,GS19_GC10_067_E1_S1,67,17
GS19_GC10_068_E1_S1,GS19_GC10_068_E1_S1,R,17
GS19_GC10_068_E2_S1,GS19_GC10_068_E2_S1,68,17
GS19_GC10_069_E2_S1,GS19_GC10_069_E2_S1,69,17
GS19_GC10_070_E1_S1,GS19_GC10_070_E1_S1,R,17
GS19_GC10_070_E2_S1,GS19_GC10_070_E2_S1,70,17
GS19_GC10_071_E1_S1,GS19_GC10_071_E1_S1,71,17
GS19_GC10_072_E1_S1,GS19_GC10_072_E1_S1,72,17
GS19_GC10_073_E1_S1,GS19_GC10_073_E1_S1,73,17
GS19_GC10_074_E1_S1,GS19_GC10_074_E1_S1,74,17
GS19_GC10_075_E1_S1,GS19_GC10_075_E1_S1,75,17
GS19_GC10_076_E1_S1,GS19_GC10_076_E1_S1,76,17
GS19_GC10_077_E1_S1,GS19_GC10_077_E1_S1,77,17
GS19_GC10_078_E1_S1,GS19_GC10_078_E1_S1,78,17
GS19_GC10_079_E1_S1,GS19_GC10_079_E1_S1,79,17
GS19_GC10_080_E1_S1,GS19_GC10_080_E1_S1,80,17
GS19_GC10_081_E1_S1,GS19_GC10_081_E1_S1,81,17
GS19_GC10_082_E1_S1,GS19_GC10_082_E1_S1,82,R
GS19_GC10_083_E1_S1,GS19_GC10_083_E1_S1,R,17
GS19_GC10_083_E1_S2,GS19_GC10_083_E1_S2,83,17
GS19_GC10_084_E1_S1,GS19_GC10_084_E1_S1,84,17
GS19_GC10_085_E1_S1,GS19_GC10_085_E1_S1,85,17
GS19_GC10_086_E1_S1,GS19_GC10_086_E1_S1,86,17
GS19_GC10_087_E1_S1,GS19_GC10_087_E1_S1,87,17
GS19_GC10_088_E1_S1,GS19_GC10_088_E1_S1,R,17
GS19_GC10_088_E2_S1,GS19_GC10_088_E2_S1,88,17
GS19_GC10_089_E2_S1,GS19_GC10_089_E2_S1,R,R
GS19_GC10_089_E2_S2,GS19_GC10_089_E2_S2,89,17
GS19_GC10_090_E1_S1,GS19_GC10_090_E1_S1,90,17
GS19_GC10_091_E1_S1,GS19_GC10_091_E1_S1,91,17
GS19_GC10_092_E1_S1,GS19_GC10_092_E1_S1,92,17
GS19_GC10_093_E1_S1,GS19_GC10_093_E1_S1,93,17
GS19_GC10_094_E1_S1,GS19_GC10_094_E1_S1,94,17
GS19_GC10_095_E1_S1,GS19_GC10_095_E1_S1,95,17
GS19_GC10_096_E1_S1,GS19_GC10_096_E1_S1,96,17
GS19_GC10_097_E1_S1,GS19_GC10_097_E1_S1,97,17
GS19_GC10_098_E1_S1,GS19_GC10_098_E1_S1,98,17
GS19_GC10_099_E1_S1,GS19_GC10_099_E1_S1,99,17
GS19_GC10_100_E1_S1,GS19_GC10_100_E1_S1,100,17
GS19_GC10_101_E1_S1,GS19_GC10_101_E1_S1,101,17
GS19_GC10_102_E1_S1,GS19_GC10_102_E1_S1,102,17
GS19_GC10_103_E1_S1,GS19_GC10_103_E1_S1,103,17
GS19_GC10_104_E1_S1,GS19_GC10_104_E1_S1,104,17
GS19_GC10_105_E1_S1,GS19_GC10_105_E1_S1,105,17
GS19_GC10_106_E1_S1,GS19_GC10_106_E1_S1,106,17
GS19_GC10_107_E1_S1,GS19_GC10_107_E1_S1,107,17
GS19_GC10_108_E1_S1,GS19_GC10_108_E1_S1,108,17
GS19_GC10_109_E1_S1,GS19_GC10_109_E1_S1,109,17
GS19_GC10_110_E1_S1,GS19_GC10_110_E1_S1,R,17
GS19_GC10_110_E2_S1,GS19_GC10_110_E2_S1,110,17
GS19_GC10_111_E1_S1,GS19_GC10_111_E1_S1,111,17
GS19_GC10_112_E1_S1,GS19_GC10_112_E1_S1,112,17
GS19_GC10_113_E1_S1,GS19_GC10_113_E1_S1,113,17
GS19_GC10_114_E1_S1,GS19_GC10_114_E1_S1,114,17
GS19_GC10_115_E1_S1,GS19_GC10_115_E1_S1,115,17
GS19_GC10_116_E1_S1,GS19_GC10_116_E1_S1,116,17
GS19_GC10_117_E1_S1,GS19_GC10_117_E1_S1,117,17
GS19_GC10_118_E1_S1,GS19_GC10_118_E1_S1,118,17
GS19_GC10_119_E1_S1,GS19_GC10_119_E1_S1,119,17
GS19_GC10_120_E1_S1,GS19_GC10_120_E1_S1,120,17
GS19_GC10_121_E1_S1,GS19_GC10_121_E1_S1,121,17
GS19_GC10_122_E1_S1,GS19_GC10_122_E1_S1,122,17
GS19_GC10_123_E1_S1,GS19_GC10_123_E1_S1,123,17
GS19_GC10_124_E1_S1,GS19_GC10_124_E1_S1,124,17
GS19_GC10_125_E1_S1,GS19_GC10_125_E1_S1,125,17
GS19_GC10_126_E1_S1,GS19_GC10_126_E1_S1,126,17
GS19_GC10_127_E1_S1,GS19_GC10_127_E1_S1,127,17
GS19_GC10_128_E1_S1,GS19_GC10_128_E1_S1,128,17
GS19_GC10_129_E1_S1,GS19_GC10_129_E1_S1,129,17
GS19_GC10_130_E1_S1,GS19_GC10_130_E1_S1,130,17
GS19_GC10_131_E1_S1,GS19_GC10_131_E1_S1,131,17
GS19_GC10_132_E1_S1,GS19_GC10_132_E1_S1,132,17
GS19_GC10_133_E1_S1,GS19_GC10_133_E1_S1,R,17
GS19_GC10_133_E2_S1,GS19_GC10_133_E2_S1,133,17
GS19_GC10_134_E1_S1,GS19_GC10_134_E1_S1,134,17
GS19_GC10_135_E1_S1,GS19_GC10_135_E1_S1,135,17
GS19_GC10_135_E1_S2,GS19_GC10_135_E1_S2,135,17
GS19_GC10_136_E1_S1,GS19_GC10_136_E1_S1,136,17
GS19_GC10_137_E1_S1,GS19_GC10_137_E1_S1,R,17
GS19_GC10_137_E1_S2,GS19_GC10_137_E1_S2,137,17
GS19_GC10_138_E1_S1,GS19_GC10_138_E1_S1,R,17
GS19_GC10_138_E1_S2,GS19_GC10_138_E1_S2,138,17
GS19_GC10_139_E1_S1,GS19_GC10_139_E1_S1,R,17
GS19_GC10_139_E1_S2,GS19_GC10_139_E1_S2,139,17
GS19_GC10_140_E1_S1,GS19_GC10_140_E1_S1,R,R
GS19_GC10_140_E1_S2,GS19_GC10_140_E1_S2,R,R
GS19_GC10_140_E2_S1,GS19_GC10_140_E2_S1,140,17
GS19_GC10_141_E1_S1,GS19_GC10_141_E1_S1,R,17
GS19_GC10_141_E1_S2,GS19_GC10_141_E1_S2,141,17
GS19_GC10_142_E1_S1,GS19_GC10_142_E1_S1,142,17
GS19_GC10_143_E1_S1,GS19_GC10_143_E1_S1,R,17
GS19_GC10_143_E1_S2,GS19_GC10_143_E1_S2,143,17
GS19_GC10_144_E1_S1,GS19_GC10_144_E1_S1,144,17
GS19_GC10_145_E1_S1,GS19_GC10_145_E1_S1,145,17
GS19_GC10_146_E1_S1,GS19_GC10_146_E1_S1,146,17
GS19_GC10_147_E1_S1,GS19_GC10_147_E1_S1,147,17
GS19_GC10_148_E1_S1,GS19_GC10_148_E1_S1,148,17
GS19_GC10_149_E1_S1,GS19_GC10_149_E1_S1,149,17
GS19_GC10_150_E1_S1,GS19_GC10_150_E1_S1,150,17
GS19_GC10_151_E1_S1,GS19_GC10_151_E1_S1,151,17
GS19_GC10_152_E1_S1,GS19_GC10_152_E1_S1,R,R
GS19_GC10_152_E2_S1,GS19_GC10_152_E2_S1,152,17
GS19_GC10_153_E1_S1,GS19_GC10_153_E1_S1,R,R
GS19_GC10_153_E2_S1,GS19_GC10_153_E2_S1,153,17
GS19_GC10_154_E1_S1,GS19_GC10_154_E1_S1,R,R
GS19_GC10_154_E2_S1,GS19_GC10_154_E2_S1,154,17
GS19_GC10_155_E1_S1,GS19_GC10_155_E1_S1,155,17
GS19_GC10_156_E1_S1,GS19_GC10_156_E1_S1,156,17
GS19_GC10_157_E1_S1,GS19_GC10_157_E1_S1,157,17
GS19_GC10_158_E1_S1,GS19_GC10_158_E1_S1,158,17
GS19_GC10_159_E1_S1,GS19_GC10_159_E1_S1,159,17
GS19_GC10_160_E1_S1,GS19_GC10_160_E1_S1,160,17
GS19_GC10_161_E1_S1,GS19_GC10_161_E1_S1,161,17
GS19_GC10_162_E1_S1,GS19_GC10_162_E1_S1,162,17
GS19_GC10_163_E1_S1,GS19_GC10_163_E1_S1,163,17
GS19_GC10_164_E1_S1,GS19_GC10_164_E1_S1,164,17
GS19_GC10_165_E1_S1,GS19_GC10_165_E1_S1,165,17
GS19_GC10_166_E1_S1,GS19_GC10_166_E1_S1,166,17
GS19_GC10_167_E1_S1,GS19_GC10_167_E1_S1,167,17
GS19_GC10_168_E1_S1,GS19_GC10_168_E1_S1,168,17
GS19_GC10_169_E1_S1,GS19_GC10_169_E1_S1,169,17
GS19_GC10_169_E2_S1,GS19_GC10_169_E2_S1,R,R
GS19_GC10_170_E1_S1,GS19_GC10_170_E1_S1,170,17
GS19_GC10_171_E1_S1,GS19_GC10_171_E1_S1,171,17
GS19_GC10_172_E1_S1,GS19_GC10_172_E1_S1,172,17
GS19_GC10_172_E2_S1,GS19_GC10_172_E2_S1,R,R
GS19_GC10_173_E1_S1,GS19_GC10_173_E1_S1,173,17
GS19_GC05_003,GS19_GC05_3cm,3,16
GS19_GC05_005,GS19_GC05_5cm,5,16
GS19_GC05_010,GS19_GC05_10cm,10,16
GS19_GC05_020,GS19_GC05_20cm,R,R
GS19_GC05_030,GS19_GC05_30cm,30,16
GS19_GC05_040,GS19_GC05_40cm,40,16
GS19_GC05_050,GS19_GC05_50cm,R,R
GS19_GC05_060,GS19_GC05_60cm,R,R
GS19_GC05_070,GS19_GC05_70cm,R,R
GS19_GC05_080,GS19_GC05_80cm,80,16
GS19_GC05_100,GS19_GC05_100cm,R,R
GS19_GC05_102.5,GS19_GC05_102_5cm,102.5,16
GS19_GC05_105,GS19_GC05_105cm,105,16
GS19_GC05_107.5,GS19_GC05_107_5cm,107.5,16
GS19_GC05_110,GS19_GC05_110cm,110,16
GS19_GC05_112.5,GS19_GC05_112_5cm,112.5,16
GS19_GC05_115,GS19_GC05_115cm,115,16
GS19_GC05_130,GS19_GC05_130cm,130,16
GS19_GC05_160,GS19_GC05_160cm,160,16
GS19_GC05_B1-9,GS19_GC05_B1_9,B,B
GS19_GC05_B10-18,GS19_GC05_B10_18,B,B
GS19_GC05_B21-39,GS19_GC05_B21_39,B,B
GS19_GC05_190,GS19_GC05_190cm,190,16
GS19_GC05_220,GS19_GC05_220cm,220,16
GS19_GC05_250,GS19_GC05_250cm,R,R
GS19_GC05_260,GS19_GC05_260cm,R,R
GS19_GC05_272,GS19_GC05_272cm,R,R
GS19_GC05_276,GS19_GC05_276cm,276,16
GS19_GC05_286,GS19_GC05_280cm,286,16
GS19_GC05_280,GS19_GC05_286cm,280,16
GS19_GC05_306,GS19_GC05_306cm,306,16
GS19_GC05_310,GS19_GC05_310cm,310,16
GS19_GC05_313,GS19_GC05_313cm,313,16
GS19_GC05_315,GS19_GC05_315cm,315,16
GS19_GC05_322,GS19_GC05_322cm,R,R
GS19_GC05_328,GS19_GC05_328cm,328,16
GS19_GC05_333,GS19_GC05_333cm,333,16
GS19_GC05_340,GS19_GC05_340cm,340,16
GS19_GC05_342,GS19_GC05_342cm,342,16
GS19_GC05_363,GS19_GC05_363cm,363,16
GS19_GC05_370,GS19_GC05_370cm,370,16
GS19_GC05_020_S2,GS19_GC05_020_S2,20,16
GS19_GC05_050_S2,GS19_GC05_050_S2,50,16
GS19_GC05_060_S2,GS19_GC05_060_S2,60,16
GS19_GC05_070_S2,GS19_GC05_070_S2,70,16
GS19_GC05_100_S2,GS19_GC05_100_S2,100,16
GS19_GC05_250_S2,GS19_GC05_250_S2,250,16
GS19_GC05_260_S2,GS19_GC05_260_S2,260,16
GS19_GC05_272_S2,GS19_GC05_272_S2,272,16
GS19_GC05_322_S2,GS19_GC05_322_S2,322,16
GS21_GC09_B1-13,GS21_GC09_Bl1_13_32,B,B
GS21_GC09_005_S2,GS21_GC09_005_S2,5,19
GS21_GC09_220_S2,GS21_GC09_220_S2,220,19
GS21_GC09_005,GS21_GC09_5cm,R,R
GS21_GC09_010,GS21_GC09_10cm,10,19
GS21_GC09_020,GS21_GC09_20cm,20,19
GS21_GC09_030,GS21_GC09_30cm,30,19
GS21_GC09_040,GS21_GC09_40cm,40,19
GS21_GC09_050,GS21_GC09_50cm,50,19
GS21_GC09_075,GS21_GC09_75cm,75,19
GS21_GC09_100,GS21_GC09_100cm,100,19
GS21_GC09_130,GS21_GC09_130cm,130,19
GS21_GC09_160,GS21_GC09_160cm,160,19
GS21_GC09_190,GS21_GC09_190cm,190,19
GS21_GC09_220,GS21_GC09_220cm,R,R
GS21_GC09_250,GS21_GC09_250cm,250,19
GS19_GC05_B19-20,GS19_GC05_B19_20,B,B
GS19_GC05_100.2,IonXpress_090,100.2,16
GS19_GC05_120,GS19_GC05_120cm,120,16
GS21_GC07_5,GS21_GC07_5,5,23
GS21_GC07_10,GS21_GC07_10,10,23
GS21_GC07_20,GS21_GC07_20,20,23
GS21_GC07_30,GS21_GC07_30,30,23
GS21_GC07_40,GS21_GC07_40,40,23
GS21_GC07_50,GS21_GC07_50,50,23
GS21_GC07_60,GS21_GC07_60,60,23
GS21_GC07_B,GS21_GC07_B,B,B
GS21_GC08_5,GS21_GC08_5,5,24
GS21_GC08_10,GS21_GC08_10,10,24
GS21_GC08_20,GS21_GC08_20,20,24
GS21_GC08_30,GS21_GC08_30,30,24
GS21_GC08_40,GS21_GC08_40,40,24
GS21_GC08_50,GS21_GC08_50,50,24
GS21_GC08_75,GS21_GC08_75,75,24
GS21_GC08_100,GS21_GC08_100,100,24
GS21_GC08_110,GS21_GC08_110,110,24
GS21_GC08_B,GS21_GC08_B,B,B
KH22_GC02_5,KH22_240_GC02_5cm,5,25
KH22_GC02_7,KH22_240_GC02_7cm,7,25
KH22_GC02_10,KH22_240_GC02_10cm,10,25
KH22_GC02_11,KH22_240_GC02_11cm,11,25
KH22_GC02_12,KH22_240_GC02_12cm,12,25
KH22_GC02_13,KH22_240_GC02_13cm,13,25
KH22_GC02_15,KH22_240_GC02_15cm,15,25
KH22_GC02_20,KH22_240_GC02_20cm,20,25
KH22_GC02_30,KH22_240_GC02_30cm,30,25
KH22_GC02_40,KH22_240_GC02_40cm,40,25
KH22_GC02_50,KH22_240_GC02_50cm,50,25
KH22_GC02_75,KH22_240_GC02_75cm,75,25
KH22_GC02_100,KH22_240_GC02_100cm,100,25
KH22_GC02_130,KH22_240_GC02_130cm,130,25
KH22_GC02_160,KH22_240_GC02_160cm,160,25
KH22_GC02_190,KH22_240_GC02_190cm,190,25
KH22_GC02_210,KH22_240_GC02_210cm,210,25
KH22_GC02_220,KH22_240_GC02_220cm,220,25
KH22_GC02_250,KH22_240_GC02_250cm,250,25
KH22_GC02_255,KH22_240_GC02_255cm,255,25
KH22_GC02_258,KH22_240_GC02_258cm,258,25
KH22_GC02_290,KH22_240_GC02_290cm,290,25
KH22_Extraction_B1,KH22_Extraction_B1,B,B
KH22_Extraction_B2,KH22_Extraction_B2,B,B
KH22_PCR_B,KH22_PCR_B,B,B
