Name,SeqName,Depth,Core,qPCR_bac,qPCR_arch,qPCR_proka,qPCR_NA,OxygenDepth,Fe_abundant,Location
GS16_GC05_190,GS16_GC05_16,190,10,885459.083017677,583476.7762258,1468935.85924348,FALSE,35,Yes,AMOR
GS16_GC05_220,GS16_GC05_17,220,10,567170.630808127,443630.136206268,1010800.7670144,FALSE,35,Yes,AMOR
GS16_GC05_250,GS16_GC05_18,250,10,729620.118874137,3242619.95358377,3972240.07245791,FALSE,35,Yes,AMOR
GS16_GC05_280,GS16_GC05_19,280,10,5037952.03606159,5866975.41025122,10904927.4463128,FALSE,35,Yes,AMOR
GS16_GC05_305,GS16_GC05_20,305,10,3207437.48671344,4650516.18303571,7857953.66974915,FALSE,35,Yes,AMOR
GS16_GC05_310,GS16_GC05_21,310,10,1762983.14144737,943167.357245277,2706150.49869265,FALSE,35,Yes,AMOR
GS16_GC05_340,GS16_GC05_22,340,10,13410305.1128224,3045766.6435351,16456071.7563575,FALSE,35,Yes,AMOR
GS16_GC05_350,GS16_GC05_23,350,10,106830.829218525,882189.360119048,989020.189337573,FALSE,35,Yes,AMOR
GS16_GC06_5,GS16_GC06_24,5,11,55187952.079566,268844665.461121,324032617.540687,FALSE,23,Yes,AMOR
GS16_GC06_10,GS16_GC06_25,10,11,27368536.3998127,210012827.715356,237381364.115169,FALSE,23,Yes,AMOR
GS16_GC06_20,GS16_GC06_26,20,11,11803847.4240423,33215338.0944518,45019185.5184941,FALSE,23,Yes,AMOR
GS16_GC06_25,GS16_GC06_27,25,11,11848240.729944,25438636.8936567,37286877.6236007,FALSE,23,Yes,AMOR
GS16_GC06_30,GS16_GC06_28,30,11,9782990.56982343,18311617.1749599,28094607.7447833,FALSE,23,Yes,AMOR
GS16_GC06_40,GS16_GC06_29,40,11,6420264.3557423,2854908.52591036,9275172.88165266,FALSE,23,Yes,AMOR
GS16_GC06_50,GS16_GC06_30,50,11,6908475.04844961,6746248.78875969,13654723.8372093,FALSE,23,Yes,AMOR
GS16_GC06_55,GS16_GC06_31,55,11,12159222.8982301,12896555.5862832,25055778.4845133,FALSE,23,Yes,AMOR
GS16_GC06_75,GS16_GC06_32,75,11,1340397.29420732,7890480.18292683,9230877.47713415,FALSE,23,Yes,AMOR
GS16_GC06_100,GS16_GC06_34,100,11,20238.9794188889,17585.595815892,37824.5752347809,FALSE,23,Yes,AMOR
GS16_GC06_105,GS16_GC06_33,105,11,535174.570569068,1702616.51400862,2237791.08457769,FALSE,23,Yes,AMOR
GS16_GC06_130,GS16_GC06_47,130,11,159146.538130734,978166.586033066,1137313.1241638,FALSE,23,Yes,AMOR
GS16_GC06_155,GS16_GC06_48,155,11,185207.056574149,1420080.62575972,1605287.68233387,FALSE,23,Yes,AMOR
GS16_GC06_160,GS16_GC06_49,160,11,37972.0730251736,118908.212699142,156880.285724316,FALSE,23,Yes,AMOR
GS16_GC06_172,GS16_GC06_50,172,11,56374.6937534265,199645.032380757,256019.726134184,FALSE,23,Yes,AMOR
GS16_GC06_190,GS16_GC06_51,190,11,82859.8565924658,965828.807255993,1048688.66384846,FALSE,23,Yes,AMOR
GS16_GC06_200,GS16_GC06_38,200,11,238465.11704824,2369393.38235294,2607858.49940118,FALSE,23,Yes,AMOR
GS16_GC06_220,GS16_GC06_39,220,11,66630.3637734882,1113464.05870138,1180094.42247487,FALSE,23,Yes,AMOR
GS16_GC06_250,GS16_GC06_52,250,11,297033.045151654,322455.408432904,619488.453584558,FALSE,23,Yes,AMOR
GS16_GC06_280,GS16_GC06_53,280,11,303496.197639628,1169903.45190603,1473399.64954566,FALSE,23,Yes,AMOR
GS16_GC06_310,GS16_GC06_54,310,11,60611.2839339616,282432.258903206,343043.542837168,FALSE,23,Yes,AMOR
GS16_GC06_330,GS16_GC06_55,330,11,113085.054212645,761238.10035275,874323.154565395,FALSE,23,Yes,AMOR
GS16_GC06_340,GS16_GC06_56,340,11,192783.319382441,1528628.61000882,1721411.92939126,FALSE,23,Yes,AMOR
GS16_GC06_350,GS16_GC06_57,350,11,53460.06413096,200095.049446567,253555.113577527,FALSE,23,Yes,AMOR
GS16_GC07_5,GS16_GC07_57,5,12,46553050.7131537,185378744.057052,231931794.770206,FALSE,7,Yes,AMOR
GS16_GC07_10,GS16_GC07_58,10,12,30526703.9980732,35657677.0231214,66184381.0211946,FALSE,7,Yes,AMOR
GS16_GC07_20,GS16_GC07_59,20,12,48261805.0573888,26930640.2439024,75192445.3012912,FALSE,7,Yes,AMOR
GS16_GC07_30,GS16_GC07_60,30,12,11993305.6711288,6331431.46255427,18324737.1336831,FALSE,7,Yes,AMOR
GS16_GC07_40,GS16_GC07_61,40,12,23539342.8833605,16685524.5717781,40224867.4551386,FALSE,7,Yes,AMOR
GS16_GC07_45,GS16_GC07_62,45,12,41296397.2761824,34578082.7702703,75874480.0464527,FALSE,7,Yes,AMOR
GS16_GC07_75,GS16_GC07_63,75,12,25289769.785503,12991145.0628698,38280914.8483728,FALSE,7,Yes,AMOR
GS16_GC07_80,GS16_GC07_64,80,12,10236428.8162706,8299013.08272395,18535441.8989946,FALSE,7,Yes,AMOR
GS16_GC07_85,GS16_GC07_67,85,12,14916136.3636364,6457025.24038462,21373161.604021,FALSE,7,Yes,AMOR
GS17_GC02_5,GS17_GC02_23,5,13,2770551.47533574,15983649.5996901,18754201.0750258,FALSE,95,No,AMOR
GS17_GC02_10,GS17_GC02_24,10,13,1404570.45392292,11406749.8928163,12811320.3467392,FALSE,95,No,AMOR
GS17_GC02_15,GS17_GC02_25,15,13,1402419.090271,10326408.6914063,11728827.7816773,FALSE,95,No,AMOR
GS17_GC02_25,GS17_GC02_26,25,13,361265.292697483,4481604.81770833,4842870.11040581,FALSE,95,No,AMOR
GS17_GC02_35,GS17_GC02_27,35,13,26095.682820573,423313.898933581,449409.581754154,FALSE,95,No,AMOR
GS17_GC02_45,GS17_GC02_28,45,13,51345.6295020039,583815.634477903,635161.263979907,FALSE,95,No,AMOR
GS17_GC02_55,GS17_GC02_29,55,13,67250.4438920455,940998.224431818,1008248.66832386,FALSE,95,No,AMOR
GS17_GC02_65,GS17_GC02_30,65,13,435048.98071289,3718825.43945312,4153874.42016601,FALSE,95,No,AMOR
GS17_GC02_66,GS17_GC02_31,66,13,634027.099609375,4019540.24465461,4653567.34426399,FALSE,95,No,AMOR
GS17_GC02_67,GS17_GC02_32,67,13,742109.774076022,5301408.69140625,6043518.46548227,FALSE,95,No,AMOR
GS17_GC02_68,GS17_GC02_33,68,13,931199.396705285,7123388.40888689,8054587.80559218,FALSE,95,No,AMOR
GS17_GC02_69,GS17_GC02_34,69,13,503646.812642234,5280467.18888765,5784114.00152988,FALSE,95,No,AMOR
GS17_GC02_70,GS17_GC02_35,70,13,618727.196902591,4470621.7145388,5089348.91144139,FALSE,95,No,AMOR
GS17_GC02_71,GS17_GC02_36,71,13,853128.593012972,4607856.72169811,5460985.31471108,FALSE,95,No,AMOR
GS17_GC02_72,GS17_GC02_37,72,13,554564.895629883,3946021.27075195,4500586.16638183,FALSE,95,No,AMOR
GS17_GC02_73,GS17_GC02_38,73,13,495813.429090711,4698025.17361111,5193838.60270182,FALSE,95,No,AMOR
GS17_GC02_73.2,GS17_GC02_39,R,13,915625.286964568,5483481.25988924,6399106.54685381,FALSE,95,No,AMOR
GS17_GC02_73.3,GS17_GC02_40,R,13,535099.882238051,4719870.54524431,5254970.42748236,FALSE,95,No,AMOR
GS17_GC02_74,GS17_GC02_41,74,13,387278.224321841,2743750.43831351,3131028.66263535,FALSE,95,No,AMOR
GS17_GC02_75,GS17_GC02_42,75,13,243326.416015625,1619653.43128551,1862979.84730114,FALSE,95,No,AMOR
GS17_GC02_77,GS17_GC02_43,77,13,619811.139787946,2919553.51777129,3539364.65755924,FALSE,95,No,AMOR
GS17_GC02_78,GS17_GC02_44,78,13,413249.585905129,3138078.3839779,3551327.96988303,FALSE,95,No,AMOR
GS17_GC02_79,GS17_GC02_45,79,13,410485.162604345,2538973.73983305,2949458.9024374,FALSE,95,No,AMOR
GS17_GC02_80,GS17_GC02_46,80,13,760362.046185662,4972331.11213235,5732693.15831801,FALSE,95,No,AMOR
GS17_GC02_81,GS17_GC02_47,81,13,633262.014551781,5681032.52319753,6314294.53774931,FALSE,95,No,AMOR
GS17_GC02_82,GS17_GC02_48,82,13,498330.661309579,6649622.56004266,7147953.22135224,FALSE,95,No,AMOR
GS17_GC02_83,GS17_GC02_49,83,13,470000.806202912,7975956.33488964,8445957.14109255,FALSE,95,No,AMOR
GS17_GC02_84,GS17_GC02_50,84,13,467468.664148352,6133856.82397959,6601325.48812794,FALSE,95,No,AMOR
GS17_GC02_85,GS17_GC02_51,85,13,676555.21937779,6758261.19559152,7434816.41496931,FALSE,95,No,AMOR
GS17_GC02_86,GS17_GC02_52,86,13,467353.779560811,6155347.33952703,6622701.11908784,FALSE,95,No,AMOR
GS17_GC02_87,GS17_GC02_53,87,13,557017.547009038,6486218.5010723,7043236.04808134,FALSE,95,No,AMOR
GS17_GC02_88,GS17_GC02_54,88,13,644774.857400546,7181541.14055187,7826315.99795242,FALSE,95,No,AMOR
GS17_GC02_89,GS17_GC02_55,89,13,770395.011697861,9659729.06918449,10430124.0808824,FALSE,95,No,AMOR
GS17_GC02_90,GS17_GC02_56,90,13,508585.825435451,5503806.51255123,6012392.33798668,FALSE,95,No,AMOR
GS17_GC02_91,GS17_GC02_57,91,13,510796.840681836,6033025.27261868,6543822.11330052,FALSE,95,No,AMOR
GS17_GC02_92,GS17_GC02_58,92,13,640149.56392285,8329149.97892074,8969299.54284359,FALSE,95,No,AMOR
GS17_GC02_93,GS17_GC02_59,93,13,845454.908737531,8892812.56361971,9738267.47235724,FALSE,95,No,AMOR
GS17_GC02_93.2,GS17_GC02_60,R,13,908429.677212064,8892812.56361971,9801242.24083177,FALSE,95,No,AMOR
GS17_GC02_93.3,GS17_GC02_61,R,R,499241.485816525,5240396.47589544,5739637.96171197,FALSE,95,No,AMOR
GS17_GC02_94,GS17_GC02_62,94,13,661511.3394601,6010168.10825893,6671679.44771903,FALSE,95,No,AMOR
GS17_GC02_95,GS17_GC02_63,95,13,748062.36328125,5269035,6017097.36328125,FALSE,95,No,AMOR
GS17_GC02_96,GS17_GC02_64,96,13,385984.28723202,3977562.6717033,4363546.95893532,FALSE,95,No,AMOR
GS17_GC02_97,GS17_GC02_65,97,13,358077.293750585,4550109.07632121,4908186.3700718,FALSE,95,No,AMOR
GS17_GC02_98,GS17_GC02_66,98,13,554777.712435336,7231361.01800042,7786138.73043576,FALSE,95,No,AMOR
GS17_GC02_99,GS17_GC02_67,99,13,334269.052734376,3159613.359375,3493882.41210938,FALSE,95,No,AMOR
GS17_GC02_100,GS17_GC02_68,100,13,456335.201778928,2430255.18193975,2886590.38371868,FALSE,95,No,AMOR
GS17_GC02_101,GS17_GC02_69,101,13,560240.20163717,3184562.99872949,3744803.20036666,FALSE,95,No,AMOR
GS17_GC02_102,GS17_GC02_70,102,13,452638.421309621,3601504.67722039,4054143.09853001,FALSE,95,No,AMOR
GS17_GC02_103,GS17_GC02_71,103,13,134148.253879901,1060570.58916526,1194718.84304516,FALSE,95,No,AMOR
GS17_GC02_104,GS17_GC02_72,104,13,244286.141744474,1291791.42420556,1536077.56595003,FALSE,95,No,AMOR
GS17_GC02_105,GS17_GC02_73,105,13,205483.480229239,1132033.10188843,1337516.58211767,FALSE,95,No,AMOR
GS17_GC02_106,GS17_GC02_74,106,13,5541.27643402036,1132033.10188843,1137574.37832245,TRUE,95,No,AMOR
GS17_GC02_107,GS17_GC02_75,107,13,278062.581304294,1716091.78229944,1994154.36360373,FALSE,95,No,AMOR
GS17_GC02_108,GS17_GC02_76,108,13,209242.622002021,1409204.91251912,1618447.53452114,FALSE,95,No,AMOR
GS17_GC02_109,GS17_GC02_77,109,13,445716.077061326,2220033.97337148,2665750.05043281,FALSE,95,No,AMOR
GS17_GC02_110,GS17_GC02_78,110,13,251125.18439313,1466566.12605485,1717691.31044798,FALSE,95,No,AMOR
GS17_GC02_111,GS17_GC02_79,111,13,242680.383030373,1175428.05732051,1418108.44035088,FALSE,95,No,AMOR
GS17_GC02_112,GS17_GC02_80,112,13,361168.187326161,1653655.2069699,2014823.39429606,FALSE,95,No,AMOR
GS17_GC02_113,GS17_GC02_83,113,13,173856.44685336,1213717.03930356,1387573.48615692,FALSE,95,No,AMOR
GS17_GC02_114,GS17_GC02_84,114,13,218631.384761323,1603717.06790336,1822348.45266468,FALSE,95,No,AMOR
GS17_GC02_114.5,GS17_GC02_85,R,13,141178.034222315,1169984.07273065,1311162.10695297,FALSE,95,No,AMOR
GS17_GC02_115,GS17_GC02_86,115,13,10391.4045638148,122583.197805204,132974.602369019,FALSE,95,No,AMOR
GS17_GC02_125,GS17_GC02_87,125,13,152164.968282234,1225701.11443015,1377866.08271238,FALSE,95,No,AMOR
GS17_GC02_135,GS17_GC02_88,135,13,143563.910091624,2992828.51275276,3136392.42284438,FALSE,95,No,AMOR
GS17_GC02_150,GS17_GC02_89,150,13,131112.269810268,2749140.90401786,2880253.17382813,FALSE,95,No,AMOR
GS17_GC02_170,GS17_GC02_90,170,13,101995.396400566,1683523.16785215,1785518.56425272,FALSE,95,No,AMOR
GS17_GC02_190,GS17_GC02_91,190,13,54684.3177720856,978362.699129682,1033047.01690177,FALSE,95,No,AMOR
GS17_GC02_210,GS17_GC02_92,210,13,45640.0023566352,1199643.84856047,1245283.85091711,FALSE,95,No,AMOR
GS17_GC02_240,GS17_GC02_93,240,13,96598.38787345,841103.487236555,937701.875110005,FALSE,95,No,AMOR
GS17_GC04_3,GS17_GC04_01,3,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_10,GS17_GC04_02,10,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_20,GS17_GC04_03,20,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_30,GS17_GC04_04,30,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_40,GS17_GC04_05,40,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_50,GS17_GC04_06,50,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_60,GS17_GC04_07,60,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_75,GS17_GC04_08,75,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_90,GS17_GC04_09,90,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_91,GS17_GC04_10,91,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_92,GS17_GC04_11,92,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_93,GS17_GC04_12,93,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_94,GS17_GC04_13,94,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_95,GS17_GC04_14,95,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_96,GS17_GC04_15,96,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_97,GS17_GC04_16,97,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_98,GS17_GC04_17,98,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_99,GS17_GC04_18,99,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_100,GS17_GC04_19,100,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_101,GS17_GC04_20,101,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_110,GS17_GC04_21,110,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_103,GS17_GC04_22,103,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_104,GS17_GC04_23,104,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_105,GS17_GC04_24,105,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_106,GS17_GC04_25,106,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_107,GS17_GC04_26,107,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_108,GS17_GC04_27,108,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_109,GS17_GC04_28,109,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_102,GS17_GC04_29,102,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_111,GS17_GC04_30,111,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_112,GS17_GC04_31,112,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_113,GS17_GC04_32,113,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_114,GS17_GC04_33,114,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_115,GS17_GC04_34,115,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_116,GS17_GC04_35,116,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_117,GS17_GC04_36,117,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_118,GS17_GC04_37,118,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_119,GS17_GC04_38,119,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_120,GS17_GC04_39,120,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_121,GS17_GC04_40,121,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_122,GS17_GC04_41,122,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_123,GS17_GC04_42,123,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_124,GS17_GC04_43,124,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_125,GS17_GC04_44,125,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_126,GS17_GC04_45,126,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_127,GS17_GC04_46,127,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_128,GS17_GC04_47,128,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_129,GS17_GC04_48,129,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_130,GS17_GC04_49,130,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_131,GS17_GC04_50,131,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_132,GS17_GC04_51,132,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_133,GS17_GC04_52,133,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_134,GS17_GC04_53,134,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_135,GS17_GC04_54,135,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_136,GS17_GC04_55,136,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_137,GS17_GC04_56,137,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_138,GS17_GC04_57,138,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_139,GS17_GC04_58,139,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_140,GS17_GC04_59,140,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_141,GS17_GC04_60,141,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_142,GS17_GC04_61,142,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_143,GS17_GC04_62,143,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_144,GS17_GC04_63,144,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_145,GS17_GC04_64,145,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_146,GS17_GC04_65,146,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_147,GS17_GC04_66,147,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_148,GS17_GC04_67,148,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_149,GS17_GC04_68,149,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_150,GS17_GC04_69,150,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_165,GS17_GC04_70,165,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_210,GS17_GC04_71,210,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_240,GS17_GC04_72,240,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_241,GS17_GC04_73,241,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_242,GS17_GC04_74,242,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_243,GS17_GC04_75,243,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_244,GS17_GC04_76,244,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_245,GS17_GC04_77,245,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_246,GS17_GC04_78,246,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_247,GS17_GC04_79,247,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_248,GS17_GC04_80,248,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_249,GS17_GC04_81,249,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_250,GS17_GC04_82,250,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_250.5,GS17_GC04_83,250.5,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_252,GS17_GC04_84,252,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_253,GS17_GC04_85,253,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_254,GS17_GC04_86,254,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_255,GS17_GC04_87,255,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_256,GS17_GC04_88,256,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_257,GS17_GC04_89,257,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_258,GS17_GC04_90,258,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_259,GS17_GC04_91,259,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_260,GS17_GC04_92,260,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC04_290,GS17_GC04_93,290,14,NA,NA,NA,TRUE,97,No,AMOR
GS17_GC05_05,GS17_GC05_01,5,15,3660545.70168091,10947685.4927218,14608231.1944027,FALSE,30,No,AMOR
GS17_GC05_10,GS17_GC05_02,10,15,1678648.77286755,7131134.61966192,8809783.39252947,FALSE,30,No,AMOR
GS17_GC05_20,GS17_GC05_03,20,15,760521.187918527,3483710.86774554,4244232.05566407,FALSE,30,No,AMOR
GS17_GC05_30,GS17_GC05_04,30,15,315442.147999507,2063685.50145349,2379127.649453,FALSE,30,No,AMOR
GS17_GC05_40,GS17_GC05_05,40,15,222517.9472673,1491947.63078902,1714465.57805632,FALSE,30,No,AMOR
GS17_GC05_50,GS17_GC05_06,50,15,362093.211807275,1506869.56003615,1868962.77184343,FALSE,30,No,AMOR
GS17_GC05_75,GS17_GC05_07,75,15,211216.227213542,541908.281698994,753124.508912536,FALSE,30,No,AMOR
GS17_GC05_100,GS17_GC05_08,100,15,153539.860423018,567616.472942073,721156.333365091,FALSE,30,No,AMOR
GS17_GC05_125,GS17_GC05_09,125,15,179200.041013859,503169.556767772,682369.597781631,FALSE,30,No,AMOR
GS17_GC05_150,GS17_GC05_10,150,15,74722.2336349784,410029.89297711,484752.126612088,FALSE,30,No,AMOR
GS17_GC05_175,GS17_GC05_11,175,15,58032.36242843,147908.913599302,205941.276027732,FALSE,30,No,AMOR
GS17_GC05_200,GS17_GC05_12,200,15,40082.3692365878,134143.43685084,174225.806087428,FALSE,30,No,AMOR
GS17_GC05_225,GS17_GC05_13,225,15,4109.83341778537,0,4109.83341778537,TRUE,30,No,AMOR
GS17_GC05_250,GS17_GC05_14,250,15,36620.3218498486,56473.2749990169,93093.5968488655,FALSE,30,No,AMOR
GS17_GC05_275,GS17_GC05_15,275,15,39563.3099849266,32635.5504344003,72198.8604193269,FALSE,30,No,AMOR
GS17_GC05_300,GS17_GC05_16,300,15,27942.4184528673,36516.7737649202,64459.1922177875,FALSE,30,No,AMOR
GS17_GC05_325,GS17_GC05_17,325,15,4899.95577756096,7395.18810721005,12295.143884771,FALSE,30,No,AMOR
GS17_GC05_350,GS17_GC05_18,350,15,5084.76625574697,0,5084.76625574697,TRUE,30,No,AMOR
GS17_GC05_375,GS17_GC05_19,375,15,28258.7067805962,96741.749538612,125000.456319208,FALSE,30,No,AMOR
GS17_GC05_400,GS17_GC05_20,400,15,109425.084277837,122940.032650726,232365.116928563,FALSE,30,No,AMOR
GS19_GC10_001_E1_S1,GS19_GC10_001_E1_S1,R,17,106065142.299107,7880000,113946087.995257,FALSE,97,No,AMOR
GS19_GC10_001_E1_S2,GS19_GC10_001_E1_S2,1,17,106065142.299107,7880000,113946087.995257,FALSE,97,No,AMOR
