Name,SeqName,Depth,Core,qPCR_bac,qPCR_arch,qPCR_proka,qPCR_NA,OxygenDepth,Fe_abundant,Location
GS19_GC10_002_E1_S1,GS19_GC10_002_E1_S1,R,17,66189989.6056867,7220000,73406121.1188975,FALSE,97,No,AMOR
GS19_GC10_002_E1_S2,GS19_GC10_002_E1_S2,2,17,66189989.6056867,7220000,73406121.1188975,FALSE,97,No,AMOR
GS19_GC10_003_E1_S1,GS19_GC10_003_E1_S1,R,17,69938416.6666667,9840901.04166667,79779317.7083334,FALSE,97,No,AMOR
GS19_GC10_003_E1_S2,GS19_GC10_003_E1_S2,3,17,69938416.6666667,9840901.04166667,79779317.7083334,FALSE,97,No,AMOR
GS19_GC10_004_E1_S1,GS19_GC10_004_E1_S1,R,17,17644898.4375,4862587.5,22507485.9375,FALSE,97,No,AMOR
GS19_GC10_004_E1_S2,GS19_GC10_004_E1_S2,4,17,17644898.4375,4862587.5,22507485.9375,FALSE,97,No,AMOR
GS19_GC10_005_E1_S1,GS19_GC10_005_E1_S1,R,17,3713945.68583375,1134485.30538701,4848430.99122076,FALSE,97,No,AMOR
GS19_GC10_005_E1_S2,GS19_GC10_005_E1_S2,5,17,3713945.68583375,1134485.30538701,4848430.99122076,FALSE,97,No,AMOR
GS19_GC10_005_E2_S1,GS19_GC10_005_E2_S1,5,17,3713945.68583375,1134485.30538701,4848430.99122076,FALSE,97,No,AMOR
GS19_GC10_006_E1_S1,GS19_GC10_006_E1_S1,6,17,2540451.20497881,947198.107013595,3487649.31199241,FALSE,97,No,AMOR
GS19_GC10_007_E1_S1,GS19_GC10_007_E1_S1,7,17,1235849.28692512,516123.081423202,1751972.36834832,FALSE,97,No,AMOR
GS19_GC10_008_E1_S1,GS19_GC10_008_E1_S1,R,17,2875235.91905159,1456586.48293121,4331822.4019828,FALSE,97,No,AMOR
GS19_GC10_008_E1_S2,GS19_GC10_008_E1_S2,R,17,2875235.91905159,1456586.48293121,4331822.4019828,FALSE,97,No,AMOR
GS19_GC10_008_E2_S1,GS19_GC10_008_E2_S1,8,17,2875235.91905159,1456586.48293121,4331822.4019828,FALSE,97,No,AMOR
GS19_GC10_009_E1_S1,GS19_GC10_009_E1_S1,R,17,207546.851748512,129836.009797596,337382.861546108,FALSE,97,No,AMOR
GS19_GC10_009_E2_S1,GS19_GC10_009_E2_S1,9,17,207546.851748512,129836.009797596,337382.861546108,FALSE,97,No,AMOR
GS19_GC10_010_E1_S1,GS19_GC10_010_E1_S1,10,17,209413.951286266,148890.096867162,358304.048153428,FALSE,97,No,AMOR
GS19_GC10_011_E1_S1,GS19_GC10_011_E1_S1,11,17,241837.232185133,171416.773940577,413254.00612571,FALSE,97,No,AMOR
GS19_GC10_012_E1_S1,GS19_GC10_012_E1_S1,12,17,138839.382953926,125502.356111877,264341.739065803,FALSE,97,No,AMOR
GS19_GC10_013_E1_S1,GS19_GC10_013_E1_S1,13,17,33727.5207358062,26980.3788926866,60707.8996284928,FALSE,97,No,AMOR
GS19_GC10_014_E1_S1,GS19_GC10_014_E1_S1,14,17,1487441.74179873,1165206.83686315,2652648.57866188,FALSE,97,No,AMOR
GS19_GC10_015_E1_S1,GS19_GC10_015_E1_S1,R,17,1119133.54697348,1021950.0886292,2141083.63560268,FALSE,97,No,AMOR
GS19_GC10_015_E1_S2,GS19_GC10_015_E1_S2,15,17,1119133.54697348,1021950.0886292,2141083.63560268,FALSE,97,No,AMOR
GS19_GC10_016_E1_S1,GS19_GC10_016_E1_S1,R,17,1503107.58359873,1221362.38243929,2724469.96603802,FALSE,97,No,AMOR
GS19_GC10_016_E1_S2,GS19_GC10_016_E1_S2,16,17,1503107.58359873,1221362.38243929,2724469.96603802,FALSE,97,No,AMOR
GS19_GC10_017_E1_S1,GS19_GC10_017_E1_S1,R,17,2039381.8359375,1408110.7823989,3447492.6183364,FALSE,97,No,AMOR
GS19_GC10_017_E2_S1,GS19_GC10_017_E2_S1,17,17,2039381.8359375,1408110.7823989,3447492.6183364,FALSE,97,No,AMOR
GS19_GC10_018_E1_S1,GS19_GC10_018_E1_S1,18,17,1298103.20723684,984347.630550987,2282450.83778783,FALSE,97,No,AMOR
GS19_GC10_019_E1_S1,GS19_GC10_019_E1_S1,R,17,842634.946341192,678241.944228203,1520876.8905694,FALSE,97,No,AMOR
GS19_GC10_019_E1_S2,GS19_GC10_019_E1_S2,19,17,842634.946341192,678241.944228203,1520876.8905694,FALSE,97,No,AMOR
GS19_GC10_019_E2_S1,GS19_GC10_019_E2_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_020_E1_S1,GS19_GC10_020_E1_S1,20,17,508137.391909523,482717.034430919,990854.426340442,FALSE,97,No,AMOR
GS19_GC10_021_E1_S1,GS19_GC10_021_E1_S1,21,17,351839.094895582,358128.133920522,709967.228816104,FALSE,97,No,AMOR
GS19_GC10_022_E1_S1,GS19_GC10_022_E1_S1,22,17,233411.621925575,198330.314155331,431741.936080906,FALSE,97,No,AMOR
GS19_GC10_023_E1_S1,GS19_GC10_023_E1_S1,23,17,849258.588005515,393500.674977021,1242759.26298254,FALSE,97,No,AMOR
GS19_GC10_024_E1_S1,GS19_GC10_024_E1_S1,24,17,479951.060901988,151179.578179779,631130.639081767,FALSE,97,No,AMOR
GS19_GC10_025_E1_S1,GS19_GC10_025_E1_S1,25,17,173092.935251635,44989.0580288199,218081.993280455,FALSE,97,No,AMOR
GS19_GC10_026_E1_S1,GS19_GC10_026_E1_S1,R,R,173092.935251635,44989.0580288199,218081.993280455,TRUE,97,No,AMOR
GS19_GC10_026_E1_S2,GS19_GC10_026_E1_S2,26,17,959505.131559552,422040.956997749,1381546.0885573,FALSE,97,No,AMOR
GS19_GC10_027_E1_S1,GS19_GC10_027_E1_S1,27,17,294895.669812353,137740.738057645,432636.407869998,FALSE,97,No,AMOR
GS19_GC10_028_E1_S1,GS19_GC10_028_E1_S1,28,17,765947.326383979,229571.754144867,995519.080528846,FALSE,97,No,AMOR
GS19_GC10_028_E2_S1,GS19_GC10_028_E2_S1,R,17,765947.326383979,229571.754144867,995519.080528846,FALSE,97,No,AMOR
GS19_GC10_029_E1_S1,GS19_GC10_029_E1_S1,29,17,871796.514704364,300854.283807562,1172650.79851193,FALSE,97,No,AMOR
GS19_GC10_030_E1_S1,GS19_GC10_030_E1_S1,30,17,963326.231060606,469782.381924715,1433108.61298532,FALSE,97,No,AMOR
GS19_GC10_031_E1_S1,GS19_GC10_031_E1_S1,R,17,1043489.15115387,401694.098646511,1445183.24980038,FALSE,97,No,AMOR
GS19_GC10_031_E2_S1,GS19_GC10_031_E2_S1,31,17,1043489.15115387,401694.098646511,1445183.24980038,FALSE,97,No,AMOR
GS19_GC10_032_E1_S1,GS19_GC10_032_E1_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_032_E2_S1,GS19_GC10_032_E2_S1,32,17,35041.8437610973,5695.21622224288,40737.0599833402,FALSE,97,No,AMOR
GS19_GC10_033_E1_S1,GS19_GC10_033_E1_S1,R,17,1007748.2358871,397243.219191027,1404991.45507813,FALSE,97,No,AMOR
GS19_GC10_033_E2_S1,GS19_GC10_033_E2_S1,33,17,1007748.2358871,397243.219191027,1404991.45507813,FALSE,97,No,AMOR
GS19_GC10_034_E1_S1,GS19_GC10_034_E1_S1,R,17,966720.608302525,438881.083897182,1405601.69219971,FALSE,97,No,AMOR
GS19_GC10_034_E2_S1,GS19_GC10_034_E2_S1,34,17,966720.608302525,438881.083897182,1405601.69219971,FALSE,97,No,AMOR
GS19_GC10_035_E1_S1,GS19_GC10_035_E1_S1,35,17,1584677.21121652,440293.535505021,2024970.74672154,FALSE,97,No,AMOR
GS19_GC10_036_E1_S1,GS19_GC10_036_E1_S1,36,17,732806.989698637,287097.748000472,1019904.73769911,FALSE,97,No,AMOR
GS19_GC10_037_E1_S1,GS19_GC10_037_E1_S1,37,17,623853.238143585,194573.194865088,818426.433008673,FALSE,97,No,AMOR
GS19_GC10_038_E1_S1,GS19_GC10_038_E1_S1,R,17,1352153.55657762,385450.449297505,1737604.00587513,FALSE,97,No,AMOR
GS19_GC10_038_E2_S1,GS19_GC10_038_E2_S1,38,17,1352153.55657762,385450.449297505,1737604.00587513,FALSE,97,No,AMOR
GS19_GC10_039_E1_S1,GS19_GC10_039_E1_S1,39,17,32728.2162894189,385450.449297505,418178.665586924,FALSE,97,No,AMOR
GS19_GC10_039_E2_S1,GS19_GC10_039_E2_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_040_E1_S1,GS19_GC10_040_E1_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_040_E2_S1,GS19_GC10_040_E2_S1,40,17,35993.2114806356,1018.70675630207,37011.9182369377,FALSE,97,No,AMOR
GS19_GC10_041_E1_S1,GS19_GC10_041_E1_S1,R,17,321359.042463631,95706.5626122486,417065.60507588,FALSE,97,No,AMOR
GS19_GC10_041_E2_S1,GS19_GC10_041_E2_S1,41,17,321359.042463631,95706.5626122486,417065.60507588,FALSE,97,No,AMOR
GS19_GC10_042_E1_S1,GS19_GC10_042_E1_S1,42,17,350388.149539799,118932.846789708,469320.996329507,FALSE,97,No,AMOR
GS19_GC10_043_E1_S1,GS19_GC10_043_E1_S1,43,17,333553.277489973,83989.1647910052,417542.442280978,FALSE,97,No,AMOR
GS19_GC10_044_E1_S1,GS19_GC10_044_E1_S1,44,17,358739.600548377,87107.3825542744,445846.983102651,FALSE,97,No,AMOR
GS19_GC10_045_E1_S1,GS19_GC10_045_E1_S1,45,17,422561.325672932,164353.449792321,586914.775465253,FALSE,97,No,AMOR
GS19_GC10_046_E1_S1,GS19_GC10_046_E1_S1,46,17,393379.945087647,229205.143155686,622585.088243333,FALSE,97,No,AMOR
GS19_GC10_047_E1_S1,GS19_GC10_047_E1_S1,47,17,382058.806466584,142313.4409083,524372.247374884,FALSE,97,No,AMOR
GS19_GC10_048_E1_S1,GS19_GC10_048_E1_S1,48,17,321773.441395861,151049.700797872,472823.142193733,FALSE,97,No,AMOR
GS19_GC10_049_E1_S1,GS19_GC10_049_E1_S1,49,17,298755.867731892,101131.982033876,399887.849765768,FALSE,97,No,AMOR
GS19_GC10_050_E1_S1,GS19_GC10_050_E1_S1,50,17,208094.031896718,73475.0041925478,281569.036089266,FALSE,97,No,AMOR
GS19_GC10_051_E1_S1,GS19_GC10_051_E1_S1,51,17,117557.010461788,43795.492342203,161352.502803991,FALSE,97,No,AMOR
GS19_GC10_051_E2_S1,GS19_GC10_051_E2_S1,R,R,117557.010461788,43795.492342203,161352.502803991,TRUE,97,No,AMOR
GS19_GC10_052_E1_S1,GS19_GC10_052_E1_S1,52,17,352977.999069112,192877.978896246,545855.977965358,FALSE,97,No,AMOR
GS19_GC10_053_E1_S1,GS19_GC10_053_E1_S1,53,17,276764.131433824,114145.373176126,390909.50460995,FALSE,97,No,AMOR
GS19_GC10_053_E2_S1,GS19_GC10_053_E2_S1,R,R,276764.131433824,114145.373176126,390909.50460995,TRUE,97,No,AMOR
GS19_GC10_054_E1_S1,GS19_GC10_054_E1_S1,R,17,307006.111054409,157337.255772389,464343.366826798,FALSE,97,No,AMOR
GS19_GC10_054_E2_S1,GS19_GC10_054_E2_S1,54,17,307006.111054409,157337.255772389,464343.366826798,FALSE,97,No,AMOR
GS19_GC10_055_E1_S1,GS19_GC10_055_E1_S1,55,17,430384.938309831,237369.322512472,667754.260822303,FALSE,97,No,AMOR
GS19_GC10_056_E1_S1,GS19_GC10_056_E1_S1,56,17,268701.578776041,105953.439565805,374655.018341846,FALSE,97,No,AMOR
GS19_GC10_057_E1_S1,GS19_GC10_057_E1_S1,57,17,170181.02389663,79054.9662575793,249235.990154209,FALSE,97,No,AMOR
GS19_GC10_058_E1_S1,GS19_GC10_058_E1_S1,58,17,263327.266393083,138283.075911275,401610.342304358,FALSE,97,No,AMOR
GS19_GC10_059_E1_S1,GS19_GC10_059_E1_S1,59,17,16440.8503712474,246.90382130496,16687.7541925524,FALSE,97,No,AMOR
GS19_GC10_060_E1_S1,GS19_GC10_060_E1_S1,R,17,29553.3758825837,13326.7466493231,42880.1225319068,FALSE,97,No,AMOR
GS19_GC10_060_E1_S2,GS19_GC10_060_E1_S2,60,17,29553.3758825837,13326.7466493231,42880.1225319068,FALSE,97,No,AMOR
GS19_GC10_061_E1_S1,GS19_GC10_061_E1_S1,R,17,22565.7124033589,2674.94968961529,25240.6620929742,FALSE,97,No,AMOR
GS19_GC10_061_E1_S2,GS19_GC10_061_E1_S2,61,17,22565.7124033589,2674.94968961529,25240.6620929742,FALSE,97,No,AMOR
GS19_GC10_062_E1_S1,GS19_GC10_062_E1_S1,62,17,506053.721211956,250493.932200338,756547.653412294,FALSE,97,No,AMOR
GS19_GC10_063_E1_S1,GS19_GC10_063_E1_S1,63,17,472732.543945313,173973.971982546,646706.515927859,FALSE,97,No,AMOR
GS19_GC10_064_E1_S1,GS19_GC10_064_E1_S1,64,17,399011.45792896,147597.678996021,546609.136924981,FALSE,97,No,AMOR
GS19_GC10_065_E1_S1,GS19_GC10_065_E1_S1,65,17,343272.959493204,127947.487381991,471220.446875195,FALSE,97,No,AMOR
GS19_GC10_066_E1_S1,GS19_GC10_066_E1_S1,R,17,110850.030374425,30184.4314217314,141034.461796156,FALSE,97,No,AMOR
GS19_GC10_066_E2_S1,GS19_GC10_066_E2_S1,66,17,110850.030374425,30184.4314217314,141034.461796156,FALSE,97,No,AMOR
GS19_GC10_067_E1_S1,GS19_GC10_067_E1_S1,67,17,68035.7194190953,29416.7059680301,97452.4253871254,FALSE,97,No,AMOR
GS19_GC10_068_E1_S1,GS19_GC10_068_E1_S1,R,17,317303.013752415,180581.916730429,497884.930482844,FALSE,97,No,AMOR
GS19_GC10_068_E2_S1,GS19_GC10_068_E2_S1,68,17,317303.013752415,180581.916730429,497884.930482844,FALSE,97,No,AMOR
GS19_GC10_069_E2_S1,GS19_GC10_069_E2_S1,69,17,16430.0209138451,0,16430.0209138451,FALSE,97,No,AMOR
GS19_GC10_070_E1_S1,GS19_GC10_070_E1_S1,R,17,334166.324013158,198733.289216694,532899.613229852,FALSE,97,No,AMOR
GS19_GC10_070_E2_S1,GS19_GC10_070_E2_S1,70,17,334166.324013158,198733.289216694,532899.613229852,FALSE,97,No,AMOR
GS19_GC10_071_E1_S1,GS19_GC10_071_E1_S1,71,17,179377.716266556,111043.685003622,290421.401270178,FALSE,97,No,AMOR
GS19_GC10_072_E1_S1,GS19_GC10_072_E1_S1,72,17,284387.844619596,163194.011819773,447581.856439369,FALSE,97,No,AMOR
GS19_GC10_073_E1_S1,GS19_GC10_073_E1_S1,73,17,288990.023917677,143279.032093855,432269.056011532,FALSE,97,No,AMOR
GS19_GC10_074_E1_S1,GS19_GC10_074_E1_S1,74,17,408765.450051302,210631.768714448,619397.21876575,FALSE,97,No,AMOR
GS19_GC10_075_E1_S1,GS19_GC10_075_E1_S1,75,17,94469.4182236684,35430.5501634009,129899.968387069,FALSE,97,No,AMOR
GS19_GC10_076_E1_S1,GS19_GC10_076_E1_S1,76,17,58814.6535361686,19417.7848536794,78232.438389848,FALSE,97,No,AMOR
GS19_GC10_077_E1_S1,GS19_GC10_077_E1_S1,77,17,97762.6291910807,26492.7588568793,124255.38804796,FALSE,97,No,AMOR
GS19_GC10_078_E1_S1,GS19_GC10_078_E1_S1,78,17,156094.488664107,67850.1736034047,223944.662267512,FALSE,97,No,AMOR
GS19_GC10_079_E1_S1,GS19_GC10_079_E1_S1,79,17,245063.18553394,114550.124414709,359613.309948649,FALSE,97,No,AMOR
GS19_GC10_080_E1_S1,GS19_GC10_080_E1_S1,80,17,28416.3776383524,8814.36979017293,37230.7474285253,FALSE,97,No,AMOR
GS19_GC10_081_E1_S1,GS19_GC10_081_E1_S1,81,17,137745.621090844,84501.838684082,222247.459774926,FALSE,97,No,AMOR
GS19_GC10_082_E1_S1,GS19_GC10_082_E1_S1,82,17,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_083_E1_S1,GS19_GC10_083_E1_S1,R,R,205813.524650805,131995.525938092,337809.050588897,FALSE,97,No,AMOR
GS19_GC10_083_E1_S2,GS19_GC10_083_E1_S2,83,17,205813.524650805,131995.525938092,337809.050588897,FALSE,97,No,AMOR
GS19_GC10_084_E1_S1,GS19_GC10_084_E1_S1,84,17,53377.9219676383,14214.353599096,67592.2755667343,FALSE,97,No,AMOR
GS19_GC10_085_E1_S1,GS19_GC10_085_E1_S1,85,17,99940.3858636793,76606.4630300513,176546.848893731,FALSE,97,No,AMOR
GS19_GC10_086_E1_S1,GS19_GC10_086_E1_S1,86,17,33065.7181295653,12630.4267789442,45696.1449085095,FALSE,97,No,AMOR
GS19_GC10_087_E1_S1,GS19_GC10_087_E1_S1,87,17,27785.2425208459,11319.6991302155,39104.9416510614,FALSE,97,No,AMOR
GS19_GC10_088_E1_S1,GS19_GC10_088_E1_S1,R,17,68496.0596309686,25423.3532070373,93919.4128380059,FALSE,97,No,AMOR
GS19_GC10_088_E2_S1,GS19_GC10_088_E2_S1,88,17,68496.0596309686,25423.3532070373,93919.4128380059,FALSE,97,No,AMOR
GS19_GC10_089_E2_S1,GS19_GC10_089_E2_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_089_E2_S2,GS19_GC10_089_E2_S2,89,17,20604.0438483743,25423.3532070373,46027.3970554116,FALSE,97,No,AMOR
GS19_GC10_090_E1_S1,GS19_GC10_090_E1_S1,90,17,138796.786604257,76872.3044869383,215669.091091195,FALSE,97,No,AMOR
GS19_GC10_091_E1_S1,GS19_GC10_091_E1_S1,91,17,258234.950474331,120823.17660314,379058.127077471,FALSE,97,No,AMOR
GS19_GC10_092_E1_S1,GS19_GC10_092_E1_S1,92,17,185535.22004554,112455.013409332,297990.233454872,FALSE,97,No,AMOR
GS19_GC10_093_E1_S1,GS19_GC10_093_E1_S1,93,17,27817.4015070429,5693.49440517805,33510.895912221,FALSE,97,No,AMOR
GS19_GC10_094_E1_S1,GS19_GC10_094_E1_S1,94,17,314437.74441129,154518.553740169,468956.298151459,FALSE,97,No,AMOR
GS19_GC10_095_E1_S1,GS19_GC10_095_E1_S1,95,17,29547.7418881089,5660.5626812756,35208.3045693845,FALSE,97,No,AMOR
GS19_GC10_096_E1_S1,GS19_GC10_096_E1_S1,96,17,21907.8972226098,1111.96179869314,23019.8590213029,FALSE,97,No,AMOR
GS19_GC10_097_E1_S1,GS19_GC10_097_E1_S1,97,17,23359.0679168701,4153.38897705079,27512.4568939209,FALSE,97,No,AMOR
GS19_GC10_098_E1_S1,GS19_GC10_098_E1_S1,98,17,183258.811768412,115543.448802961,298802.260571373,FALSE,97,No,AMOR
GS19_GC10_099_E1_S1,GS19_GC10_099_E1_S1,99,17,20877.1679282847,2009.3799296005,22886.5478578852,FALSE,97,No,AMOR
GS19_GC10_100_E1_S1,GS19_GC10_100_E1_S1,100,17,18293.2402636554,2009.3799296005,20302.6201932559,FALSE,97,No,AMOR
GS19_GC10_101_E1_S1,GS19_GC10_101_E1_S1,101,17,623452.232186362,205825.1838922,829277.416078562,FALSE,97,No,AMOR
GS19_GC10_102_E1_S1,GS19_GC10_102_E1_S1,102,17,119915.531907126,53733.6388703819,173649.170777508,FALSE,97,No,AMOR
GS19_GC10_103_E1_S1,GS19_GC10_103_E1_S1,103,17,274969.072750106,118811.340925758,393780.413675864,FALSE,97,No,AMOR
GS19_GC10_104_E1_S1,GS19_GC10_104_E1_S1,104,17,16585.6346143922,411.64889217058,16997.2835065628,FALSE,97,No,AMOR
GS19_GC10_105_E1_S1,GS19_GC10_105_E1_S1,105,17,309861.575855929,115963.810709267,425825.386565196,FALSE,97,No,AMOR
GS19_GC10_106_E1_S1,GS19_GC10_106_E1_S1,106,17,24856.1908764467,3508.64553983327,28364.83641628,FALSE,97,No,AMOR
GS19_GC10_107_E1_S1,GS19_GC10_107_E1_S1,107,17,184743.245442708,96589.1883486793,281332.433791387,FALSE,97,No,AMOR
GS19_GC10_108_E1_S1,GS19_GC10_108_E1_S1,108,17,22954.4183655423,1726.01691865224,24680.4352841945,FALSE,97,No,AMOR
GS19_GC10_109_E1_S1,GS19_GC10_109_E1_S1,109,17,41290.5728753238,10380.6674161697,51671.2402914935,FALSE,97,No,AMOR
GS19_GC10_110_E1_S1,GS19_GC10_110_E1_S1,R,17,132334.552453636,41025.8573644302,173360.409818066,FALSE,97,No,AMOR
GS19_GC10_110_E2_S1,GS19_GC10_110_E2_S1,110,17,132334.552453636,41025.8573644302,173360.409818066,FALSE,97,No,AMOR
GS19_GC10_111_E1_S1,GS19_GC10_111_E1_S1,111,17,536962.937216722,153822.990592199,690785.927808921,FALSE,97,No,AMOR
GS19_GC10_112_E1_S1,GS19_GC10_112_E1_S1,112,17,430921.836521314,161702.197530996,592624.03405231,FALSE,97,No,AMOR
GS19_GC10_113_E1_S1,GS19_GC10_113_E1_S1,113,17,320120.297945463,130161.886948806,450282.184894269,FALSE,97,No,AMOR
GS19_GC10_114_E1_S1,GS19_GC10_114_E1_S1,114,17,512335.328494801,217173.806358786,729509.134853587,FALSE,97,No,AMOR
GS19_GC10_115_E1_S1,GS19_GC10_115_E1_S1,115,17,387347.557697821,214568.111874641,601915.669572462,FALSE,97,No,AMOR
GS19_GC10_116_E1_S1,GS19_GC10_116_E1_S1,116,17,347422.544417842,181487.859910534,528910.404328376,FALSE,97,No,AMOR
GS19_GC10_117_E1_S1,GS19_GC10_117_E1_S1,117,17,851422.155835108,302504.031500501,1153926.18733561,FALSE,97,No,AMOR
GS19_GC10_118_E1_S1,GS19_GC10_118_E1_S1,118,17,549986.065089581,206525.646450564,756511.711540145,FALSE,97,No,AMOR
GS19_GC10_119_E1_S1,GS19_GC10_119_E1_S1,119,17,166551.668589352,121172.184252557,287723.852841909,FALSE,97,No,AMOR
GS19_GC10_120_E1_S1,GS19_GC10_120_E1_S1,120,17,144318.295195175,65473.2572390268,209791.552434202,FALSE,97,No,AMOR
GS19_GC10_121_E1_S1,GS19_GC10_121_E1_S1,121,17,299893.084365422,137034.961562167,436928.045927589,FALSE,97,No,AMOR
GS19_GC10_122_E1_S1,GS19_GC10_122_E1_S1,122,17,220637.735247336,85957.7948975175,306595.530144854,FALSE,97,No,AMOR
GS19_GC10_123_E1_S1,GS19_GC10_123_E1_S1,123,17,115835.389223966,74457.3766534979,190292.765877464,FALSE,97,No,AMOR
GS19_GC10_124_E1_S1,GS19_GC10_124_E1_S1,124,17,134163.593796064,55688.0159198113,189851.609715875,FALSE,97,No,AMOR
GS19_GC10_125_E1_S1,GS19_GC10_125_E1_S1,125,17,146227.803498434,84599.2258533581,230827.029351792,FALSE,97,No,AMOR
GS19_GC10_126_E1_S1,GS19_GC10_126_E1_S1,126,17,161503.549055619,88766.7309154163,250270.279971035,FALSE,97,No,AMOR
GS19_GC10_127_E1_S1,GS19_GC10_127_E1_S1,127,17,95778.3438942649,39461.4479758523,135239.791870117,FALSE,97,No,AMOR
GS19_GC10_128_E1_S1,GS19_GC10_128_E1_S1,128,17,70470.1098766956,29062.4870048775,99532.5968815731,FALSE,97,No,AMOR
GS19_GC10_129_E1_S1,GS19_GC10_129_E1_S1,129,17,178054.874126727,51554.5639624963,229609.438089223,FALSE,97,No,AMOR
GS19_GC10_130_E1_S1,GS19_GC10_130_E1_S1,130,17,101030.864789792,39499.9864036471,140530.851193439,FALSE,97,No,AMOR
GS19_GC10_131_E1_S1,GS19_GC10_131_E1_S1,131,17,68010.0608774708,33569.4922636239,101579.553141095,FALSE,97,No,AMOR
GS19_GC10_132_E1_S1,GS19_GC10_132_E1_S1,132,17,59103.7052933888,26015.3493573589,85119.0546507477,FALSE,97,No,AMOR
GS19_GC10_133_E1_S1,GS19_GC10_133_E1_S1,133,17,89189.5408401946,24336.818306746,113526.359146941,FALSE,97,No,AMOR
