Name,SeqName,Depth,Core,qPCR_bac,qPCR_arch,qPCR_proka,qPCR_NA,OxygenDepth,Fe_abundant,Location
GS19_GC10_133_E2_S1,GS19_GC10_133_E2_S1,133,17,89189.5408401946,24336.818306746,113526.359146941,FALSE,97,No,AMOR
GS19_GC10_134_E1_S1,GS19_GC10_134_E1_S1,134,17,32795.1569747032,15830.1364621736,48625.2934368768,FALSE,97,No,AMOR
GS19_GC10_135_E1_S1,GS19_GC10_135_E1_S1,135,17,52373.1305332257,13858.8702816761,66232.0008149018,FALSE,97,No,AMOR
GS19_GC10_135_E1_S2,GS19_GC10_135_E1_S2,135,17,52373.1305332257,13858.8702816761,66232.0008149018,FALSE,97,No,AMOR
GS19_GC10_136_E1_S1,GS19_GC10_136_E1_S1,136,17,6645.73454264246,529.99978311659,7175.73432575905,FALSE,97,No,AMOR
GS19_GC10_137_E1_S1,GS19_GC10_137_E1_S1,R,17,10010.6966316828,918.44932425456,10929.1459559374,FALSE,97,No,AMOR
GS19_GC10_137_E1_S2,GS19_GC10_137_E1_S2,137,17,10010.6966316828,918.44932425456,10929.1459559374,FALSE,97,No,AMOR
GS19_GC10_138_E1_S1,GS19_GC10_138_E1_S1,R,17,25649.1800633872,7142.48273430802,32791.6627976952,FALSE,97,No,AMOR
GS19_GC10_138_E1_S2,GS19_GC10_138_E1_S2,138,17,25649.1800633872,7142.48273430802,32791.6627976952,FALSE,97,No,AMOR
GS19_GC10_139_E1_S1,GS19_GC10_139_E1_S1,R,17,8413.00914920946,593.61421778702,9006.62336699648,FALSE,97,No,AMOR
GS19_GC10_139_E1_S2,GS19_GC10_139_E1_S2,139,17,8413.00914920946,593.61421778702,9006.62336699648,FALSE,97,No,AMOR
GS19_GC10_140_E1_S1,GS19_GC10_140_E1_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_140_E1_S2,GS19_GC10_140_E1_S2,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_140_E2_S1,GS19_GC10_140_E2_S1,140,17,466850.32029226,192181.997348608,659032.317640868,FALSE,97,No,AMOR
GS19_GC10_141_E1_S1,GS19_GC10_141_E1_S1,R,17,67880.4051806355,33558.0636186209,101438.468799256,FALSE,97,No,AMOR
GS19_GC10_141_E1_S2,GS19_GC10_141_E1_S2,141,17,67880.4051806355,33558.0636186209,101438.468799256,FALSE,97,No,AMOR
GS19_GC10_142_E1_S1,GS19_GC10_142_E1_S1,142,17,6955.1513671875,517.28982925415,7472.44119644165,FALSE,97,No,AMOR
GS19_GC10_143_E1_S1,GS19_GC10_143_E1_S1,R,17,48891.0055440465,33375.298486997,82266.3040310435,FALSE,97,No,AMOR
GS19_GC10_143_E1_S2,GS19_GC10_143_E1_S2,143,17,48891.0055440465,33375.298486997,82266.3040310435,FALSE,97,No,AMOR
GS19_GC10_144_E1_S1,GS19_GC10_144_E1_S1,144,17,62399.8615103709,31522.7140123456,93922.5755227165,FALSE,97,No,AMOR
GS19_GC10_145_E1_S1,GS19_GC10_145_E1_S1,145,17,104396.813657103,29795.3685792555,134192.182236359,FALSE,97,No,AMOR
GS19_GC10_146_E1_S1,GS19_GC10_146_E1_S1,146,17,75632.2420560396,25479.3805540723,101111.622610112,FALSE,97,No,AMOR
GS19_GC10_147_E1_S1,GS19_GC10_147_E1_S1,147,17,97179.7335464343,39320.967682695,136500.701229129,FALSE,97,No,AMOR
GS19_GC10_148_E1_S1,GS19_GC10_148_E1_S1,148,17,47932.5560439332,25474.8756042806,73407.4316482138,FALSE,97,No,AMOR
GS19_GC10_149_E1_S1,GS19_GC10_149_E1_S1,149,17,72905.6605586299,30919.1480095003,103824.80856813,FALSE,97,No,AMOR
GS19_GC10_150_E1_S1,GS19_GC10_150_E1_S1,150,17,38061.0721334986,17461.0770812569,55522.1492147555,FALSE,97,No,AMOR
GS19_GC10_151_E1_S1,GS19_GC10_151_E1_S1,151,17,61095.6031857557,29779.4989957154,90875.1021814711,FALSE,97,No,AMOR
GS19_GC10_152_E1_S1,GS19_GC10_152_E1_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_152_E2_S1,GS19_GC10_152_E2_S1,152,17,9725.87973983199,914.21243585186,10640.0921756839,FALSE,97,No,AMOR
GS19_GC10_153_E1_S1,GS19_GC10_153_E1_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_153_E2_S1,GS19_GC10_153_E2_S1,153,17,7546.94093631793,0,7546.94093631793,FALSE,97,No,AMOR
GS19_GC10_154_E1_S1,GS19_GC10_154_E1_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_154_E2_S1,GS19_GC10_154_E2_S1,154,17,27928.4824598704,12157.5563948676,40086.038854738,FALSE,97,No,AMOR
GS19_GC10_155_E1_S1,GS19_GC10_155_E1_S1,155,17,29727.0405365052,18174.8113574169,47901.8518939221,FALSE,97,No,AMOR
GS19_GC10_156_E1_S1,GS19_GC10_156_E1_S1,156,17,15045.3109895029,4473.18025173679,19518.4912412397,FALSE,97,No,AMOR
GS19_GC10_157_E1_S1,GS19_GC10_157_E1_S1,157,17,49348.6001457967,25036.9750278096,74385.5751736063,FALSE,97,No,AMOR
GS19_GC10_158_E1_S1,GS19_GC10_158_E1_S1,158,17,75682.6710056615,37671.8598443108,113354.530849972,FALSE,97,No,AMOR
GS19_GC10_159_E1_S1,GS19_GC10_159_E1_S1,159,17,80091.3639557667,25717.47364142,105808.837597187,FALSE,97,No,AMOR
GS19_GC10_160_E1_S1,GS19_GC10_160_E1_S1,160,17,40271.5965701045,36763.0673848513,77034.6639549558,FALSE,97,No,AMOR
GS19_GC10_161_E1_S1,GS19_GC10_161_E1_S1,161,17,39378.5038400204,22696.3830501476,62074.886890168,FALSE,97,No,AMOR
GS19_GC10_162_E1_S1,GS19_GC10_162_E1_S1,162,17,61501.6102279204,31291.5065257846,92793.116753705,FALSE,97,No,AMOR
GS19_GC10_163_E1_S1,GS19_GC10_163_E1_S1,163,17,46146.225143265,29206.2382121662,75352.4633554312,FALSE,97,No,AMOR
GS19_GC10_164_E1_S1,GS19_GC10_164_E1_S1,164,17,38944.3251190993,20504.887898763,59449.2130178623,FALSE,97,No,AMOR
GS19_GC10_165_E1_S1,GS19_GC10_165_E1_S1,165,17,7923.50095068187,2344.62448227953,10268.1254329614,FALSE,97,No,AMOR
GS19_GC10_166_E1_S1,GS19_GC10_166_E1_S1,166,17,6080.33348532284,2344.62448227953,8424.95796760237,FALSE,97,No,AMOR
GS19_GC10_167_E1_S1,GS19_GC10_167_E1_S1,167,17,28463.7553901604,19579.8754050018,48043.6307951622,FALSE,97,No,AMOR
GS19_GC10_168_E1_S1,GS19_GC10_168_E1_S1,168,17,52740.3608351895,24514.855131946,77255.2159671355,FALSE,97,No,AMOR
GS19_GC10_169_E1_S1,GS19_GC10_169_E1_S1,169,17,68834.6563855874,21098.2028629752,89932.8592485626,FALSE,97,No,AMOR
GS19_GC10_169_E2_S1,GS19_GC10_169_E2_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_170_E1_S1,GS19_GC10_170_E1_S1,170,17,132936.808877362,48382.7510993638,181319.559976726,FALSE,97,No,AMOR
GS19_GC10_171_E1_S1,GS19_GC10_171_E1_S1,171,17,59263.0707181977,45392.2687749104,104655.339493108,FALSE,97,No,AMOR
GS19_GC10_172_E1_S1,GS19_GC10_172_E1_S1,172,17,46624.4000490471,26592.1229204255,73216.5229694726,FALSE,97,No,AMOR
GS19_GC10_172_E2_S1,GS19_GC10_172_E2_S1,R,R,NA,NA,NA,TRUE,97,No,AMOR
GS19_GC10_173_E1_S1,GS19_GC10_173_E1_S1,173,17,6929.63437831149,31145.239485071,38074.8738633825,FALSE,97,No,AMOR
GS19_GC05_003,GS19_GC05_3cm,3,16,61096211.231203,87412447.1334586,148508658.364662,FALSE,100,No,AMOR
GS19_GC05_005,GS19_GC05_5cm,5,16,15949581.583498,28938509.7579051,44888091.3414031,FALSE,100,No,AMOR
GS19_GC05_010,GS19_GC05_10cm,10,16,8808762.32770913,2033738.74910884,10842501.076818,FALSE,100,No,AMOR
GS19_GC05_020,GS19_GC05_20cm,R,R,5729733.75822368,4871959.0724859,10601692.8307096,FALSE,100,No,AMOR
GS19_GC05_030,GS19_GC05_30cm,30,16,4629955.52970766,2636244.9033417,7266200.43304936,FALSE,100,No,AMOR
GS19_GC05_040,GS19_GC05_40cm,40,16,3530177.30119163,2008117.62828307,5538294.9294747,FALSE,100,No,AMOR
GS19_GC05_050,GS19_GC05_50cm,R,R,4033092.88024902,3802922.4395752,7836015.31982422,FALSE,100,No,AMOR
GS19_GC05_060,GS19_GC05_60cm,R,R,3417930.18285779,1904629.47237319,5322559.65523098,FALSE,100,No,AMOR
GS19_GC05_070,GS19_GC05_70cm,R,R,4203609.81826241,3565385.36125887,7768995.17952128,FALSE,100,No,AMOR
GS19_GC05_080,GS19_GC05_80cm,80,16,2807957.07295374,1213096.10278581,4021053.17573955,FALSE,100,No,AMOR
GS19_GC05_100,GS19_GC05_100cm,R,R,3120552.93885379,1766562.25321525,4887115.19206904,FALSE,100,No,AMOR
GS19_GC05_102.5,GS19_GC05_102_5cm,102.5,16,4257795.19869587,1646043.19174459,5903838.39044046,FALSE,100,No,AMOR
GS19_GC05_105,GS19_GC05_105cm,105,16,4273063.64802004,654349.011137285,4927412.65915733,FALSE,100,No,AMOR
GS19_GC05_107.5,GS19_GC05_107_5cm,107.5,16,3766477.58483887,866506.099700928,4632983.6845398,FALSE,100,No,AMOR
GS19_GC05_110,GS19_GC05_110cm,110,16,3814075.23777174,515516.330884851,4329591.56865659,FALSE,100,No,AMOR
GS19_GC05_112.5,GS19_GC05_112_5cm,112.5,16,3576673.95550272,419232.310419497,3995906.26592222,FALSE,100,No,AMOR
GS19_GC05_115,GS19_GC05_115cm,115,16,3974371.29579741,601624.629579741,4575995.92537715,FALSE,100,No,AMOR
GS19_GC05_130,GS19_GC05_130cm,130,16,3118478.81070144,41359.6091510581,3159838.4198525,FALSE,100,No,AMOR
GS19_GC05_160,GS19_GC05_160cm,160,16,1785431.08258929,41359.6091510581,1826790.69174035,FALSE,100,No,AMOR
GS19_GC05_B1-9,GS19_GC05_B1_9,B,B,2762880.67157452,nan,nan,TRUE,100,No,AMOR
GS19_GC05_B10-18,GS19_GC05_B10_18,B,B,2762880.67157452,nan,nan,TRUE,100,No,AMOR
GS19_GC05_B21-39,GS19_GC05_B21_39,B,B,2762880.67157452,nan,nan,TRUE,100,No,AMOR
GS19_GC05_190,GS19_GC05_190cm,190,16,1785431.08258929,20789.5623945946,1806220.64498388,FALSE,100,No,AMOR
GS19_GC05_220,GS19_GC05_220cm,220,16,1785431.08258929,136323.091423369,1921754.17401266,FALSE,100,No,AMOR
GS19_GC05_250,GS19_GC05_250cm,R,R,1785431.08258929,21305.9918633823,1806737.07445267,FALSE,100,No,AMOR
GS19_GC05_260,GS19_GC05_260cm,R,R,1785431.08258929,21305.9918633823,1806737.07445267,FALSE,100,No,AMOR
GS19_GC05_272,GS19_GC05_272cm,R,R,1785431.08258929,110952.361242068,1896383.44383136,FALSE,100,No,AMOR
GS19_GC05_276,GS19_GC05_276cm,276,16,1785431.08258929,25899.3363538325,1811330.41894312,FALSE,100,No,AMOR
GS19_GC05_286,GS19_GC05_280cm,286,16,1785431.08258929,89960.6120542407,1875391.69464353,FALSE,100,No,AMOR
GS19_GC05_280,GS19_GC05_286cm,280,16,1785431.08258929,55721.6131036932,1841152.69569298,FALSE,100,No,AMOR
GS19_GC05_306,GS19_GC05_306cm,306,16,1680729.68064693,3550.61112788686,1684280.29177482,FALSE,100,No,AMOR
GS19_GC05_310,GS19_GC05_310cm,310,16,1680729.68064693,44264.8061116536,1724994.48675858,FALSE,100,No,AMOR
GS19_GC05_313,GS19_GC05_313cm,313,16,1680729.68064693,79887.0485220382,1760616.72916897,FALSE,100,No,AMOR
GS19_GC05_315,GS19_GC05_315cm,315,16,1680729.68064693,82344.5619252335,1763074.24257216,FALSE,100,No,AMOR
GS19_GC05_322,GS19_GC05_322cm,R,R,1680729.68064693,7220.01522077053,1687949.6958677,FALSE,100,No,AMOR
GS19_GC05_328,GS19_GC05_328cm,328,16,1680729.68064693,39087.2758977553,1719816.95654469,FALSE,100,No,AMOR
GS19_GC05_333,GS19_GC05_333cm,333,16,1680729.68064693,35016.0605690696,1715745.741216,FALSE,100,No,AMOR
GS19_GC05_340,GS19_GC05_340cm,340,16,1680729.68064693,15556.1137843776,1696285.79443131,FALSE,100,No,AMOR
GS19_GC05_342,GS19_GC05_342cm,342,16,1680729.68064693,5962.68532492898,1686692.36597186,FALSE,100,No,AMOR
GS19_GC05_363,GS19_GC05_363cm,363,16,1680729.68064693,20946.2749640751,1701675.95561101,FALSE,100,No,AMOR
GS19_GC05_370,GS19_GC05_370cm,370,16,1680729.68064693,63235.5225043789,1743965.20315131,FALSE,100,No,AMOR
GS19_GC05_020_S2,GS19_GC05_020_S2,20,16,5729733.75822368,4871959.0724859,10601692.8307096,FALSE,100,No,AMOR
GS19_GC05_050_S2,GS19_GC05_050_S2,50,16,4033092.88024902,3802922.4395752,7836015.31982422,FALSE,100,No,AMOR
GS19_GC05_060_S2,GS19_GC05_060_S2,60,16,3417930.18285779,1904629.47237319,5322559.65523098,FALSE,100,No,AMOR
GS19_GC05_070_S2,GS19_GC05_070_S2,70,16,4203609.81826241,3565385.36125887,7768995.17952128,FALSE,100,No,AMOR
GS19_GC05_100_S2,GS19_GC05_100_S2,100,16,3120552.93885379,1766562.25321525,4887115.19206904,FALSE,100,No,AMOR
GS19_GC05_250_S2,GS19_GC05_250_S2,250,16,1785431.08258929,21305.9918633823,1806737.07445267,FALSE,100,No,AMOR
GS19_GC05_260_S2,GS19_GC05_260_S2,260,16,1785431.08258929,21305.9918633823,1806737.07445267,FALSE,100,No,AMOR
GS19_GC05_272_S2,GS19_GC05_272_S2,272,16,1785431.08258929,110952.361242068,1896383.44383136,FALSE,100,No,AMOR
GS19_GC05_322_S2,GS19_GC05_322_S2,322,16,1680729.68064693,7220.01522077053,1687949.6958677,FALSE,100,No,AMOR
GS21_GC07_5,GS21_GC07_5,5,23,nan,nan,nan,TRUE,2,nan,AMOR
GS21_GC07_10,GS21_GC07_10,10,23,nan,nan,nan,TRUE,2,nan,AMOR
GS21_GC07_20,GS21_GC07_20,20,23,nan,nan,nan,TRUE,2,nan,AMOR
GS21_GC07_30,GS21_GC07_30,30,23,nan,nan,nan,TRUE,2,nan,AMOR
GS21_GC07_40,GS21_GC07_40,40,23,nan,nan,nan,TRUE,2,nan,AMOR
GS21_GC07_50,GS21_GC07_50,50,23,nan,nan,nan,TRUE,2,nan,AMOR
GS21_GC07_60,GS21_GC07_60,60,23,nan,nan,nan,TRUE,2,nan,AMOR
GS21_GC07_B,GS21_GC07_B,B,B,nan,nan,nan,TRUE,nan,nan,AMOR
GS21_GC08_5,GS21_GC08_5,5,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_10,GS21_GC08_10,10,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_20,GS21_GC08_20,20,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_30,GS21_GC08_30,30,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_40,GS21_GC08_40,40,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_50,GS21_GC08_50,50,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_75,GS21_GC08_75,75,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_100,GS21_GC08_100,100,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_110,GS21_GC08_110,110,24,nan,nan,nan,TRUE,7,nan,AMOR
GS21_GC08_B,GS21_GC08_B,B,B,nan,nan,nan,TRUE,nan,nan,AMOR
KH22_GC02_5,KH22_240_GC02_5cm,5,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_7,KH22_240_GC02_7cm,7,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_10,KH22_240_GC02_10cm,10,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_11,KH22_240_GC02_11cm,11,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_12,KH22_240_GC02_12cm,12,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_13,KH22_240_GC02_13cm,13,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_15,KH22_240_GC02_15cm,15,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_20,KH22_240_GC02_20cm,20,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_30,KH22_240_GC02_30cm,30,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_40,KH22_240_GC02_40cm,40,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_50,KH22_240_GC02_50cm,50,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_75,KH22_240_GC02_75cm,75,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_100,KH22_240_GC02_100cm,100,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_130,KH22_240_GC02_130cm,130,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_160,KH22_240_GC02_160cm,160,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_190,KH22_240_GC02_190cm,190,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_210,KH22_240_GC02_210cm,210,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_220,KH22_240_GC02_220cm,220,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_250,KH22_240_GC02_250cm,250,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_255,KH22_240_GC02_255cm,255,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_258,KH22_240_GC02_258cm,258,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_GC02_290,KH22_240_GC02_290cm,290,25,nan,nan,nan,TRUE,4,nan,AMOR
KH22_Extraction_B1,KH22_Extraction_B1,B,B,nan,nan,nan,TRUE,nan,nan,AMOR
KH22_Extraction_B2,KH22_Extraction_B2,B,B,nan,nan,nan,TRUE,nan,nan,AMOR
KH22_PCR_B,KH22_PCR_B,B,B,nan,nan,nan,TRUE,nan,nan,AMOR
JC_JC_S000,DRR172429,1,33,nan,nan,nan,TRUE,nan,nan,Pacific
JC_JC_S002,DRR172430,3,33,nan,nan,nan,TRUE,nan,nan,Pacific
JC_JC_S004,DRR172431,5,33,nan,nan,nan,TRUE,nan,nan,Pacific
JC_JC_S006,DRR172432,7,33,nan,nan,nan,TRUE,nan,nan,Pacific
JC_JC_S008,DRR172433,9,33,nan,nan,nan,TRUE,nan,nan,Pacific
JC_JC_S010,DRR172434,12.5,33,nan,nan,nan,TRUE,nan,nan,Pacific
JC_JC_S020,DRR172435,22.5,33,nan,nan,nan,TRUE,nan,nan,Pacific
JC_JC_S037,DRR172436,40.5,33,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-1_IO1-1_S000,DRR172378,1,26,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-1_IO1-1_S002,DRR172379,3,26,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-1_IO1-1_S004,DRR172380,5,26,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-1_IO1-1_S006,DRR172381,7,26,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-1_IO1-1_S008,DRR172382,9,26,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-1_IO1-1_S015,DRR172383,17.5,26,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-1_IO1-1_S025,DRR172384,27,26,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-2_IO1-2_S000,DRR172385,0.5,27,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-2_IO1-2_S002,DRR172386,2.5,27,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-2_IO1-2_S004,DRR172387,4.5,27,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-2_IO1-2_S006,DRR172388,6.5,27,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-2_IO1-2_S008,DRR172389,8.5,27,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-2_IO1-2_S009,DRR172390,9.5,27,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-2_IO1-2_S010,DRR172391,12.5,27,nan,nan,nan,TRUE,nan,nan,Pacific
IO1-2_IO1-2_S020,DRR172392,22.5,27,nan,nan,nan,TRUE,nan,nan,Pacific
IO3_IO3_S000,DRR172393,1,28,nan,nan,nan,TRUE,17.5,nan,Pacific
IO3_IO3_S004,DRR172394,5,28,nan,nan,nan,TRUE,17.5,nan,Pacific
IO3_IO3_S008,DRR172395,9,28,nan,nan,nan,TRUE,17.5,nan,Pacific
IO3_IO3_S010,DRR172396,12.5,28,nan,nan,nan,TRUE,17.5,nan,Pacific
IO3_IO3_S015,DRR172397,17.5,28,nan,nan,nan,TRUE,17.5,nan,Pacific
IOA_IOA_S000,DRR172398,0.3,29,nan,nan,nan,TRUE,nan,nan,Pacific
IOA_IOA_S002,DRR172399,1.8,29,nan,nan,nan,TRUE,nan,nan,Pacific
IOA_IOA_S003,DRR172400,3.5,29,nan,nan,nan,TRUE,nan,nan,Pacific
IOA_IOA_S004,DRR172401,4.5,29,nan,nan,nan,TRUE,nan,nan,Pacific
IOA_IOA_S005,DRR172402,6,29,nan,nan,nan,TRUE,nan,nan,Pacific
IOA_IOA_S010,DRR172403,12.5,29,nan,nan,nan,TRUE,nan,nan,Pacific
IOB_IOB_S000,DRR172404,4,30,nan,nan,nan,TRUE,nan,nan,Pacific
IOB_IOB_S013,DRR172405,18,30,nan,nan,nan,TRUE,nan,nan,Pacific
IOB_IOB_S033,DRR172406,38,30,nan,nan,nan,TRUE,nan,nan,Pacific
IOB_IOB_S053,DRR172407,58,30,nan,nan,nan,TRUE,nan,nan,Pacific
IOB_IOB_S073,DRR172408,78,30,nan,nan,nan,TRUE,nan,nan,Pacific
IOB_IOB_S093,DRR172409,98,30,nan,nan,nan,TRUE,nan,nan,Pacific
IOB_IOB_S113,DRR172410,118,30,nan,nan,nan,TRUE,nan,nan,Pacific
IOC_IOC_S000,DRR172411,5,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S010,DRR172412,12.5,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S015,DRR172413,17.5,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S020,DRR172414,22.5,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S030,DRR172415,32.5,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S045,DRR172416,50,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S065,DRR172417,70,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S085,DRR172418,90,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S105,DRR172419,110,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOC_IOC_S145,DRR172420,150,31,nan,nan,nan,TRUE,17.5,nan,Pacific
IOD_IOD_S000,DRR172421,1.3,32,nan,nan,nan,TRUE,nan,nan,Pacific
IOD_IOD_S003,DRR172422,3.8,32,nan,nan,nan,TRUE,nan,nan,Pacific
IOD_IOD_S005,DRR172423,6.3,32,nan,nan,nan,TRUE,nan,nan,Pacific
IOD_IOD_S008,DRR172424,8.8,32,nan,nan,nan,TRUE,nan,nan,Pacific
IOD_IOD_S010,DRR172425,12.5,32,nan,nan,nan,TRUE,nan,nan,Pacific
IOD_IOD_S015,DRR172426,17.5,32,nan,nan,nan,TRUE,nan,nan,Pacific
IOD_IOD_S020,DRR172427,22.5,32,nan,nan,nan,TRUE,nan,nan,Pacific
IOD_IOD_S025,DRR172428,27.5,32,nan,nan,nan,TRUE,nan,nan,Pacific
MA2_MA2_S000,nan,1,34,nan,nan,nan,TRUE,nan,nan,Pacific
MA2_MA2_S002,DRR172437,3,34,nan,nan,nan,TRUE,nan,nan,Pacific
MA2_MA2_S004,DRR172438,5,34,nan,nan,nan,TRUE,nan,nan,Pacific
MA2_MA2_S010,DRR172439,12.5,34,nan,nan,nan,TRUE,nan,nan,Pacific
MA2_MA2_S020,DRR172440,22.5,34,nan,nan,nan,TRUE,nan,nan,Pacific
MA2_MA2_S030,DRR172441,32.5,34,nan,nan,nan,TRUE,nan,nan,Pacific
MC-1_MC-1_S000,DRR172442,1,35,nan,nan,nan,TRUE,nan,nan,Pacific
MC-1_MC-1_S005,DRR172443,7.5,35,nan,nan,nan,TRUE,nan,nan,Pacific
MC-1_MC-1_S010,DRR172444,12.5,35,nan,nan,nan,TRUE,nan,nan,Pacific
MC-1_MC-1_S020,DRR172445,22.5,35,nan,nan,nan,TRUE,nan,nan,Pacific
MC-1_MC-1_S025,DRR172446,27,35,nan,nan,nan,TRUE,nan,nan,Pacific
MC-2_MC-2_S000,DRR172447,1,36,nan,nan,nan,TRUE,nan,nan,Pacific
MC-2_MC-2_S004,DRR172448,5,36,nan,nan,nan,TRUE,nan,nan,Pacific
MC-2_MC-2_S010,DRR172449,11,36,nan,nan,nan,TRUE,nan,nan,Pacific
MC-2_MC-2_S020,DRR172450,21,36,nan,nan,nan,TRUE,nan,nan,Pacific
MC-2_MC-2_S030,DRR172451,32.5,36,nan,nan,nan,TRUE,nan,nan,Pacific
MC-2_MC-2_S040,DRR172452,42,36,nan,nan,nan,TRUE,nan,nan,Pacific
MD_MD_S000,DRR172457,1,37,nan,nan,nan,TRUE,nan,nan,Pacific
MD_MD_S002,DRR172458,3.5,37,nan,nan,nan,TRUE,nan,nan,Pacific
